xintercept	key	showSelected1	showSelected2	PANEL
57.5	57	76	57	1
58.5	58	76	58	1
59.5	59	76	59	1
60.5	60	76	60	1
61.5	61	76	61	1
62.5	62	76	62	1
63.5	63	76	63	1
64.5	64	76	64	1
65.5	65	76	65	1
66.5	66	76	66	1
67.5	67	76	67	1
68.5	68	76	68	1
69.5	69	76	69	1
70.5	70	76	70	1
71.5	71	76	71	1
72.5	72	76	72	1
73.5	73	76	73	1
74.5	74	76	74	1
75.5	75	76	75	1
0.5	0	77	0	1
1.5	1	77	1	1
2.5	2	77	2	1
3.5	3	77	3	1
4.5	4	77	4	1
5.5	5	77	5	1
6.5	6	77	6	1
7.5	7	77	7	1
8.5	8	77	8	1
9.5	9	77	9	1
10.5	10	77	10	1
11.5	11	77	11	1
12.5	12	77	12	1
13.5	13	77	13	1
14.5	14	77	14	1
15.5	15	77	15	1
16.5	16	77	16	1
17.5	17	77	17	1
18.5	18	77	18	1
19.5	19	77	19	1
20.5	20	77	20	1
21.5	21	77	21	1
22.5	22	77	22	1
23.5	23	77	23	1
24.5	24	77	24	1
25.5	25	77	25	1
26.5	26	77	26	1
27.5	27	77	27	1
28.5	28	77	28	1
29.5	29	77	29	1
30.5	30	77	30	1
31.5	31	77	31	1
32.5	32	77	32	1
33.5	33	77	33	1
34.5	34	77	34	1
35.5	35	77	35	1
36.5	36	77	36	1
37.5	37	77	37	1
38.5	38	77	38	1
39.5	39	77	39	1
40.5	40	77	40	1
41.5	41	77	41	1
42.5	42	77	42	1
43.5	43	77	43	1
44.5	44	77	44	1
45.5	45	77	45	1
46.5	46	77	46	1
47.5	47	77	47	1
48.5	48	77	48	1
49.5	49	77	49	1
50.5	50	77	50	1
51.5	51	77	51	1
52.5	52	77	52	1
53.5	53	77	53	1
54.5	54	77	54	1
55.5	55	77	55	1
56.5	56	77	56	1
57.5	57	77	57	1
58.5	58	77	58	1
59.5	59	77	59	1
60.5	60	77	60	1
61.5	61	77	61	1
62.5	62	77	62	1
63.5	63	77	63	1
64.5	64	77	64	1
65.5	65	77	65	1
66.5	66	77	66	1
67.5	67	77	67	1
68.5	68	77	68	1
69.5	69	77	69	1
70.5	70	77	70	1
71.5	71	77	71	1
72.5	72	77	72	1
73.5	73	77	73	1
74.5	74	77	74	1
75.5	75	77	75	1
76.5	76	77	76	1
0.5	0	78	0	1
1.5	1	78	1	1
2.5	2	78	2	1
3.5	3	78	3	1
4.5	4	78	4	1
5.5	5	78	5	1
6.5	6	78	6	1
7.5	7	78	7	1
8.5	8	78	8	1
9.5	9	78	9	1
10.5	10	78	10	1
11.5	11	78	11	1
12.5	12	78	12	1
13.5	13	78	13	1
14.5	14	78	14	1
15.5	15	78	15	1
16.5	16	78	16	1
17.5	17	78	17	1
18.5	18	78	18	1
19.5	19	78	19	1
20.5	20	78	20	1
21.5	21	78	21	1
22.5	22	78	22	1
23.5	23	78	23	1
24.5	24	78	24	1
25.5	25	78	25	1
26.5	26	78	26	1
27.5	27	78	27	1
28.5	28	78	28	1
29.5	29	78	29	1
30.5	30	78	30	1
31.5	31	78	31	1
32.5	32	78	32	1
33.5	33	78	33	1
34.5	34	78	34	1
35.5	35	78	35	1
36.5	36	78	36	1
37.5	37	78	37	1
38.5	38	78	38	1
39.5	39	78	39	1
40.5	40	78	40	1
41.5	41	78	41	1
42.5	42	78	42	1
43.5	43	78	43	1
44.5	44	78	44	1
45.5	45	78	45	1
46.5	46	78	46	1
47.5	47	78	47	1
48.5	48	78	48	1
49.5	49	78	49	1
50.5	50	78	50	1
51.5	51	78	51	1
52.5	52	78	52	1
53.5	53	78	53	1
54.5	54	78	54	1
55.5	55	78	55	1
56.5	56	78	56	1
57.5	57	78	57	1
58.5	58	78	58	1
59.5	59	78	59	1
60.5	60	78	60	1
61.5	61	78	61	1
62.5	62	78	62	1
63.5	63	78	63	1
64.5	64	78	64	1
65.5	65	78	65	1
66.5	66	78	66	1
67.5	67	78	67	1
68.5	68	78	68	1
69.5	69	78	69	1
70.5	70	78	70	1
71.5	71	78	71	1
72.5	72	78	72	1
73.5	73	78	73	1
74.5	74	78	74	1
75.5	75	78	75	1
76.5	76	78	76	1
77.5	77	78	77	1
0.5	0	79	0	1
1.5	1	79	1	1
2.5	2	79	2	1
3.5	3	79	3	1
4.5	4	79	4	1
5.5	5	79	5	1
6.5	6	79	6	1
7.5	7	79	7	1
8.5	8	79	8	1
9.5	9	79	9	1
10.5	10	79	10	1
11.5	11	79	11	1
12.5	12	79	12	1
13.5	13	79	13	1
14.5	14	79	14	1
15.5	15	79	15	1
16.5	16	79	16	1
17.5	17	79	17	1
18.5	18	79	18	1
19.5	19	79	19	1
20.5	20	79	20	1
21.5	21	79	21	1
22.5	22	79	22	1
23.5	23	79	23	1
24.5	24	79	24	1
25.5	25	79	25	1
26.5	26	79	26	1
27.5	27	79	27	1
28.5	28	79	28	1
29.5	29	79	29	1
30.5	30	79	30	1
31.5	31	79	31	1
32.5	32	79	32	1
33.5	33	79	33	1
34.5	34	79	34	1
35.5	35	79	35	1
36.5	36	79	36	1
37.5	37	79	37	1
38.5	38	79	38	1
39.5	39	79	39	1
40.5	40	79	40	1
41.5	41	79	41	1
42.5	42	79	42	1
43.5	43	79	43	1
44.5	44	79	44	1
45.5	45	79	45	1
46.5	46	79	46	1
47.5	47	79	47	1
48.5	48	79	48	1
49.5	49	79	49	1
50.5	50	79	50	1
51.5	51	79	51	1
52.5	52	79	52	1
53.5	53	79	53	1
54.5	54	79	54	1
55.5	55	79	55	1
56.5	56	79	56	1
57.5	57	79	57	1
58.5	58	79	58	1
59.5	59	79	59	1
60.5	60	79	60	1
61.5	61	79	61	1
62.5	62	79	62	1
63.5	63	79	63	1
64.5	64	79	64	1
65.5	65	79	65	1
66.5	66	79	66	1
67.5	67	79	67	1
68.5	68	79	68	1
69.5	69	79	69	1
70.5	70	79	70	1
71.5	71	79	71	1
72.5	72	79	72	1
73.5	73	79	73	1
74.5	74	79	74	1
75.5	75	79	75	1
76.5	76	79	76	1
77.5	77	79	77	1
78.5	78	79	78	1
0.5	0	80	0	1
1.5	1	80	1	1
2.5	2	80	2	1
3.5	3	80	3	1
4.5	4	80	4	1
5.5	5	80	5	1
6.5	6	80	6	1
7.5	7	80	7	1
8.5	8	80	8	1
9.5	9	80	9	1
10.5	10	80	10	1
11.5	11	80	11	1
12.5	12	80	12	1
13.5	13	80	13	1
14.5	14	80	14	1
15.5	15	80	15	1
16.5	16	80	16	1
17.5	17	80	17	1
18.5	18	80	18	1
19.5	19	80	19	1
20.5	20	80	20	1
21.5	21	80	21	1
22.5	22	80	22	1
23.5	23	80	23	1
24.5	24	80	24	1
25.5	25	80	25	1
26.5	26	80	26	1
27.5	27	80	27	1
28.5	28	80	28	1
29.5	29	80	29	1
30.5	30	80	30	1
31.5	31	80	31	1
32.5	32	80	32	1
33.5	33	80	33	1
34.5	34	80	34	1
35.5	35	80	35	1
36.5	36	80	36	1
37.5	37	80	37	1
38.5	38	80	38	1
39.5	39	80	39	1
40.5	40	80	40	1
41.5	41	80	41	1
42.5	42	80	42	1
43.5	43	80	43	1
44.5	44	80	44	1
45.5	45	80	45	1
46.5	46	80	46	1
47.5	47	80	47	1
48.5	48	80	48	1
49.5	49	80	49	1
50.5	50	80	50	1
51.5	51	80	51	1
52.5	52	80	52	1
53.5	53	80	53	1
54.5	54	80	54	1
55.5	55	80	55	1
56.5	56	80	56	1
57.5	57	80	57	1
58.5	58	80	58	1
59.5	59	80	59	1
60.5	60	80	60	1
61.5	61	80	61	1
62.5	62	80	62	1
63.5	63	80	63	1
64.5	64	80	64	1
65.5	65	80	65	1
66.5	66	80	66	1
67.5	67	80	67	1
68.5	68	80	68	1
69.5	69	80	69	1
70.5	70	80	70	1
71.5	71	80	71	1
72.5	72	80	72	1
73.5	73	80	73	1
74.5	74	80	74	1
75.5	75	80	75	1
76.5	76	80	76	1
77.5	77	80	77	1
78.5	78	80	78	1
79.5	79	80	79	1
0.5	0	81	0	1
1.5	1	81	1	1
2.5	2	81	2	1
3.5	3	81	3	1
4.5	4	81	4	1
5.5	5	81	5	1
6.5	6	81	6	1
7.5	7	81	7	1
8.5	8	81	8	1
9.5	9	81	9	1
10.5	10	81	10	1
11.5	11	81	11	1
12.5	12	81	12	1
13.5	13	81	13	1
14.5	14	81	14	1
15.5	15	81	15	1
16.5	16	81	16	1
17.5	17	81	17	1
18.5	18	81	18	1
19.5	19	81	19	1
20.5	20	81	20	1
21.5	21	81	21	1
22.5	22	81	22	1
23.5	23	81	23	1
24.5	24	81	24	1
25.5	25	81	25	1
26.5	26	81	26	1
27.5	27	81	27	1
28.5	28	81	28	1
29.5	29	81	29	1
30.5	30	81	30	1
31.5	31	81	31	1
32.5	32	81	32	1
33.5	33	81	33	1
34.5	34	81	34	1
35.5	35	81	35	1
36.5	36	81	36	1
37.5	37	81	37	1
38.5	38	81	38	1
39.5	39	81	39	1
40.5	40	81	40	1
41.5	41	81	41	1
42.5	42	81	42	1
43.5	43	81	43	1
44.5	44	81	44	1
45.5	45	81	45	1
46.5	46	81	46	1
47.5	47	81	47	1
48.5	48	81	48	1
49.5	49	81	49	1
50.5	50	81	50	1
51.5	51	81	51	1
52.5	52	81	52	1
53.5	53	81	53	1
54.5	54	81	54	1
55.5	55	81	55	1
56.5	56	81	56	1
57.5	57	81	57	1
58.5	58	81	58	1
59.5	59	81	59	1
60.5	60	81	60	1
61.5	61	81	61	1
62.5	62	81	62	1
63.5	63	81	63	1
64.5	64	81	64	1
65.5	65	81	65	1
66.5	66	81	66	1
67.5	67	81	67	1
68.5	68	81	68	1
69.5	69	81	69	1
70.5	70	81	70	1
71.5	71	81	71	1
72.5	72	81	72	1
73.5	73	81	73	1
74.5	74	81	74	1
75.5	75	81	75	1
76.5	76	81	76	1
77.5	77	81	77	1
78.5	78	81	78	1
79.5	79	81	79	1
80.5	80	81	80	1
0.5	0	82	0	1
1.5	1	82	1	1
2.5	2	82	2	1
3.5	3	82	3	1
4.5	4	82	4	1
5.5	5	82	5	1
6.5	6	82	6	1
7.5	7	82	7	1
8.5	8	82	8	1
9.5	9	82	9	1
10.5	10	82	10	1
11.5	11	82	11	1
12.5	12	82	12	1
13.5	13	82	13	1
14.5	14	82	14	1
15.5	15	82	15	1
16.5	16	82	16	1
17.5	17	82	17	1
18.5	18	82	18	1
19.5	19	82	19	1
20.5	20	82	20	1
21.5	21	82	21	1
22.5	22	82	22	1
23.5	23	82	23	1
24.5	24	82	24	1
25.5	25	82	25	1
26.5	26	82	26	1
27.5	27	82	27	1
28.5	28	82	28	1
29.5	29	82	29	1
30.5	30	82	30	1
31.5	31	82	31	1
32.5	32	82	32	1
33.5	33	82	33	1
34.5	34	82	34	1
35.5	35	82	35	1
36.5	36	82	36	1
37.5	37	82	37	1
38.5	38	82	38	1
39.5	39	82	39	1
40.5	40	82	40	1
41.5	41	82	41	1
42.5	42	82	42	1
43.5	43	82	43	1
44.5	44	82	44	1
45.5	45	82	45	1
46.5	46	82	46	1
47.5	47	82	47	1
48.5	48	82	48	1
49.5	49	82	49	1
50.5	50	82	50	1
51.5	51	82	51	1
52.5	52	82	52	1
53.5	53	82	53	1
54.5	54	82	54	1
55.5	55	82	55	1
56.5	56	82	56	1
57.5	57	82	57	1
58.5	58	82	58	1
59.5	59	82	59	1
60.5	60	82	60	1
61.5	61	82	61	1
62.5	62	82	62	1
63.5	63	82	63	1
64.5	64	82	64	1
65.5	65	82	65	1
66.5	66	82	66	1
67.5	67	82	67	1
68.5	68	82	68	1
69.5	69	82	69	1
70.5	70	82	70	1
71.5	71	82	71	1
72.5	72	82	72	1
73.5	73	82	73	1
74.5	74	82	74	1
75.5	75	82	75	1
76.5	76	82	76	1
77.5	77	82	77	1
78.5	78	82	78	1
79.5	79	82	79	1
80.5	80	82	80	1
81.5	81	82	81	1
0.5	0	83	0	1
1.5	1	83	1	1
2.5	2	83	2	1
3.5	3	83	3	1
4.5	4	83	4	1
5.5	5	83	5	1
6.5	6	83	6	1
7.5	7	83	7	1
8.5	8	83	8	1
9.5	9	83	9	1
10.5	10	83	10	1
11.5	11	83	11	1
12.5	12	83	12	1
13.5	13	83	13	1
14.5	14	83	14	1
15.5	15	83	15	1
16.5	16	83	16	1
17.5	17	83	17	1
18.5	18	83	18	1
19.5	19	83	19	1
20.5	20	83	20	1
21.5	21	83	21	1
22.5	22	83	22	1
23.5	23	83	23	1
24.5	24	83	24	1
25.5	25	83	25	1
26.5	26	83	26	1
27.5	27	83	27	1
28.5	28	83	28	1
29.5	29	83	29	1
30.5	30	83	30	1
31.5	31	83	31	1
32.5	32	83	32	1
33.5	33	83	33	1
34.5	34	83	34	1
35.5	35	83	35	1
36.5	36	83	36	1
37.5	37	83	37	1
38.5	38	83	38	1
39.5	39	83	39	1
40.5	40	83	40	1
41.5	41	83	41	1
42.5	42	83	42	1
43.5	43	83	43	1
44.5	44	83	44	1
45.5	45	83	45	1
46.5	46	83	46	1
47.5	47	83	47	1
48.5	48	83	48	1
49.5	49	83	49	1
50.5	50	83	50	1
51.5	51	83	51	1
52.5	52	83	52	1
53.5	53	83	53	1
54.5	54	83	54	1
55.5	55	83	55	1
56.5	56	83	56	1
57.5	57	83	57	1
58.5	58	83	58	1
59.5	59	83	59	1
60.5	60	83	60	1
61.5	61	83	61	1
62.5	62	83	62	1
63.5	63	83	63	1
64.5	64	83	64	1
65.5	65	83	65	1
66.5	66	83	66	1
67.5	67	83	67	1
68.5	68	83	68	1
69.5	69	83	69	1
70.5	70	83	70	1
71.5	71	83	71	1
72.5	72	83	72	1
73.5	73	83	73	1
74.5	74	83	74	1
75.5	75	83	75	1
76.5	76	83	76	1
77.5	77	83	77	1
78.5	78	83	78	1
79.5	79	83	79	1
80.5	80	83	80	1
81.5	81	83	81	1
82.5	82	83	82	1
0.5	0	84	0	1
1.5	1	84	1	1
2.5	2	84	2	1
3.5	3	84	3	1
4.5	4	84	4	1
5.5	5	84	5	1
6.5	6	84	6	1
7.5	7	84	7	1
8.5	8	84	8	1
9.5	9	84	9	1
10.5	10	84	10	1
11.5	11	84	11	1
12.5	12	84	12	1
13.5	13	84	13	1
14.5	14	84	14	1
15.5	15	84	15	1
16.5	16	84	16	1
17.5	17	84	17	1
18.5	18	84	18	1
19.5	19	84	19	1
20.5	20	84	20	1
21.5	21	84	21	1
22.5	22	84	22	1
23.5	23	84	23	1
24.5	24	84	24	1
25.5	25	84	25	1
26.5	26	84	26	1
27.5	27	84	27	1
28.5	28	84	28	1
29.5	29	84	29	1
30.5	30	84	30	1
31.5	31	84	31	1
32.5	32	84	32	1
33.5	33	84	33	1
34.5	34	84	34	1
35.5	35	84	35	1
36.5	36	84	36	1
37.5	37	84	37	1
38.5	38	84	38	1
39.5	39	84	39	1
40.5	40	84	40	1
41.5	41	84	41	1
42.5	42	84	42	1
43.5	43	84	43	1
44.5	44	84	44	1
45.5	45	84	45	1
46.5	46	84	46	1
47.5	47	84	47	1
48.5	48	84	48	1
49.5	49	84	49	1
50.5	50	84	50	1
51.5	51	84	51	1
52.5	52	84	52	1
53.5	53	84	53	1
54.5	54	84	54	1
55.5	55	84	55	1
56.5	56	84	56	1
57.5	57	84	57	1
58.5	58	84	58	1
59.5	59	84	59	1
60.5	60	84	60	1
61.5	61	84	61	1
62.5	62	84	62	1
63.5	63	84	63	1
64.5	64	84	64	1
65.5	65	84	65	1
66.5	66	84	66	1
67.5	67	84	67	1
68.5	68	84	68	1
69.5	69	84	69	1
70.5	70	84	70	1
71.5	71	84	71	1
72.5	72	84	72	1
73.5	73	84	73	1
74.5	74	84	74	1
75.5	75	84	75	1
76.5	76	84	76	1
77.5	77	84	77	1
78.5	78	84	78	1
79.5	79	84	79	1
80.5	80	84	80	1
81.5	81	84	81	1
82.5	82	84	82	1
83.5	83	84	83	1
0.5	0	85	0	1
1.5	1	85	1	1
2.5	2	85	2	1
3.5	3	85	3	1
4.5	4	85	4	1
5.5	5	85	5	1
6.5	6	85	6	1
7.5	7	85	7	1
8.5	8	85	8	1
9.5	9	85	9	1
10.5	10	85	10	1
11.5	11	85	11	1
12.5	12	85	12	1
13.5	13	85	13	1
14.5	14	85	14	1
15.5	15	85	15	1
16.5	16	85	16	1
17.5	17	85	17	1
18.5	18	85	18	1
19.5	19	85	19	1
20.5	20	85	20	1
21.5	21	85	21	1
22.5	22	85	22	1
23.5	23	85	23	1
24.5	24	85	24	1
25.5	25	85	25	1
26.5	26	85	26	1
27.5	27	85	27	1
28.5	28	85	28	1
29.5	29	85	29	1
30.5	30	85	30	1
31.5	31	85	31	1
32.5	32	85	32	1
33.5	33	85	33	1
34.5	34	85	34	1
35.5	35	85	35	1
36.5	36	85	36	1
37.5	37	85	37	1
38.5	38	85	38	1
39.5	39	85	39	1
40.5	40	85	40	1
41.5	41	85	41	1
42.5	42	85	42	1
43.5	43	85	43	1
44.5	44	85	44	1
45.5	45	85	45	1
46.5	46	85	46	1
47.5	47	85	47	1
48.5	48	85	48	1
49.5	49	85	49	1
50.5	50	85	50	1
51.5	51	85	51	1
52.5	52	85	52	1
53.5	53	85	53	1
54.5	54	85	54	1
55.5	55	85	55	1
56.5	56	85	56	1
57.5	57	85	57	1
58.5	58	85	58	1
59.5	59	85	59	1
60.5	60	85	60	1
61.5	61	85	61	1
62.5	62	85	62	1
63.5	63	85	63	1
64.5	64	85	64	1
65.5	65	85	65	1
66.5	66	85	66	1
67.5	67	85	67	1
68.5	68	85	68	1
69.5	69	85	69	1
70.5	70	85	70	1
71.5	71	85	71	1
72.5	72	85	72	1
73.5	73	85	73	1
74.5	74	85	74	1
75.5	75	85	75	1
76.5	76	85	76	1
77.5	77	85	77	1
78.5	78	85	78	1
79.5	79	85	79	1
80.5	80	85	80	1
81.5	81	85	81	1
82.5	82	85	82	1
83.5	83	85	83	1
84.5	84	85	84	1
0.5	0	86	0	1
1.5	1	86	1	1
2.5	2	86	2	1
3.5	3	86	3	1
4.5	4	86	4	1
5.5	5	86	5	1
6.5	6	86	6	1
7.5	7	86	7	1
8.5	8	86	8	1
9.5	9	86	9	1
10.5	10	86	10	1
11.5	11	86	11	1
12.5	12	86	12	1
13.5	13	86	13	1
14.5	14	86	14	1
15.5	15	86	15	1
16.5	16	86	16	1
17.5	17	86	17	1
18.5	18	86	18	1
19.5	19	86	19	1
20.5	20	86	20	1
21.5	21	86	21	1
22.5	22	86	22	1
23.5	23	86	23	1
24.5	24	86	24	1
25.5	25	86	25	1
26.5	26	86	26	1
27.5	27	86	27	1
28.5	28	86	28	1
29.5	29	86	29	1
30.5	30	86	30	1
31.5	31	86	31	1
32.5	32	86	32	1
33.5	33	86	33	1
34.5	34	86	34	1
35.5	35	86	35	1
36.5	36	86	36	1
37.5	37	86	37	1
38.5	38	86	38	1
39.5	39	86	39	1
40.5	40	86	40	1
41.5	41	86	41	1
42.5	42	86	42	1
43.5	43	86	43	1
44.5	44	86	44	1
45.5	45	86	45	1
46.5	46	86	46	1
47.5	47	86	47	1
48.5	48	86	48	1
49.5	49	86	49	1
50.5	50	86	50	1
51.5	51	86	51	1
52.5	52	86	52	1
53.5	53	86	53	1
54.5	54	86	54	1
55.5	55	86	55	1
56.5	56	86	56	1
57.5	57	86	57	1
58.5	58	86	58	1
59.5	59	86	59	1
60.5	60	86	60	1
61.5	61	86	61	1
62.5	62	86	62	1
63.5	63	86	63	1
64.5	64	86	64	1
65.5	65	86	65	1
66.5	66	86	66	1
67.5	67	86	67	1
68.5	68	86	68	1
69.5	69	86	69	1
70.5	70	86	70	1
71.5	71	86	71	1
72.5	72	86	72	1
73.5	73	86	73	1
74.5	74	86	74	1
75.5	75	86	75	1
76.5	76	86	76	1
77.5	77	86	77	1
78.5	78	86	78	1
79.5	79	86	79	1
80.5	80	86	80	1
81.5	81	86	81	1
82.5	82	86	82	1
83.5	83	86	83	1
84.5	84	86	84	1
85.5	85	86	85	1
0.5	0	87	0	1
1.5	1	87	1	1
2.5	2	87	2	1
3.5	3	87	3	1
4.5	4	87	4	1
5.5	5	87	5	1
6.5	6	87	6	1
7.5	7	87	7	1
8.5	8	87	8	1
9.5	9	87	9	1
10.5	10	87	10	1
11.5	11	87	11	1
12.5	12	87	12	1
13.5	13	87	13	1
14.5	14	87	14	1
15.5	15	87	15	1
16.5	16	87	16	1
17.5	17	87	17	1
18.5	18	87	18	1
19.5	19	87	19	1
20.5	20	87	20	1
21.5	21	87	21	1
22.5	22	87	22	1
23.5	23	87	23	1
24.5	24	87	24	1
25.5	25	87	25	1
26.5	26	87	26	1
27.5	27	87	27	1
28.5	28	87	28	1
29.5	29	87	29	1
30.5	30	87	30	1
31.5	31	87	31	1
32.5	32	87	32	1
33.5	33	87	33	1
34.5	34	87	34	1
35.5	35	87	35	1
36.5	36	87	36	1
37.5	37	87	37	1
38.5	38	87	38	1
39.5	39	87	39	1
40.5	40	87	40	1
41.5	41	87	41	1
42.5	42	87	42	1
43.5	43	87	43	1
44.5	44	87	44	1
45.5	45	87	45	1
46.5	46	87	46	1
47.5	47	87	47	1
48.5	48	87	48	1
49.5	49	87	49	1
50.5	50	87	50	1
51.5	51	87	51	1
52.5	52	87	52	1
53.5	53	87	53	1
54.5	54	87	54	1
55.5	55	87	55	1
56.5	56	87	56	1
57.5	57	87	57	1
58.5	58	87	58	1
59.5	59	87	59	1
60.5	60	87	60	1
61.5	61	87	61	1
62.5	62	87	62	1
63.5	63	87	63	1
64.5	64	87	64	1
65.5	65	87	65	1
66.5	66	87	66	1
67.5	67	87	67	1
68.5	68	87	68	1
69.5	69	87	69	1
70.5	70	87	70	1
71.5	71	87	71	1
72.5	72	87	72	1
73.5	73	87	73	1
74.5	74	87	74	1
75.5	75	87	75	1
76.5	76	87	76	1
77.5	77	87	77	1
78.5	78	87	78	1
79.5	79	87	79	1
80.5	80	87	80	1
81.5	81	87	81	1
82.5	82	87	82	1
83.5	83	87	83	1
84.5	84	87	84	1
85.5	85	87	85	1
86.5	86	87	86	1
0.5	0	88	0	1
1.5	1	88	1	1
2.5	2	88	2	1
3.5	3	88	3	1
4.5	4	88	4	1
5.5	5	88	5	1
6.5	6	88	6	1
7.5	7	88	7	1
8.5	8	88	8	1
9.5	9	88	9	1
10.5	10	88	10	1
11.5	11	88	11	1
12.5	12	88	12	1
13.5	13	88	13	1
14.5	14	88	14	1
15.5	15	88	15	1
16.5	16	88	16	1
17.5	17	88	17	1
18.5	18	88	18	1
19.5	19	88	19	1
20.5	20	88	20	1
21.5	21	88	21	1
22.5	22	88	22	1
23.5	23	88	23	1
24.5	24	88	24	1
25.5	25	88	25	1
26.5	26	88	26	1
27.5	27	88	27	1
28.5	28	88	28	1
29.5	29	88	29	1
30.5	30	88	30	1
31.5	31	88	31	1
32.5	32	88	32	1
33.5	33	88	33	1
34.5	34	88	34	1
35.5	35	88	35	1
36.5	36	88	36	1
37.5	37	88	37	1
38.5	38	88	38	1
39.5	39	88	39	1
40.5	40	88	40	1
41.5	41	88	41	1
42.5	42	88	42	1
43.5	43	88	43	1
44.5	44	88	44	1
45.5	45	88	45	1
46.5	46	88	46	1
47.5	47	88	47	1
48.5	48	88	48	1
49.5	49	88	49	1
50.5	50	88	50	1
51.5	51	88	51	1
52.5	52	88	52	1
53.5	53	88	53	1
54.5	54	88	54	1
55.5	55	88	55	1
56.5	56	88	56	1
57.5	57	88	57	1
58.5	58	88	58	1
59.5	59	88	59	1
60.5	60	88	60	1
61.5	61	88	61	1
62.5	62	88	62	1
63.5	63	88	63	1
64.5	64	88	64	1
65.5	65	88	65	1
66.5	66	88	66	1
67.5	67	88	67	1
68.5	68	88	68	1
69.5	69	88	69	1
70.5	70	88	70	1
71.5	71	88	71	1
72.5	72	88	72	1
73.5	73	88	73	1
74.5	74	88	74	1
75.5	75	88	75	1
76.5	76	88	76	1
77.5	77	88	77	1
78.5	78	88	78	1
79.5	79	88	79	1
80.5	80	88	80	1
81.5	81	88	81	1
82.5	82	88	82	1
83.5	83	88	83	1
84.5	84	88	84	1
85.5	85	88	85	1
86.5	86	88	86	1
87.5	87	88	87	1
0.5	0	89	0	1
1.5	1	89	1	1
2.5	2	89	2	1
3.5	3	89	3	1
4.5	4	89	4	1
5.5	5	89	5	1
6.5	6	89	6	1
7.5	7	89	7	1
8.5	8	89	8	1
9.5	9	89	9	1
10.5	10	89	10	1
11.5	11	89	11	1
12.5	12	89	12	1
13.5	13	89	13	1
14.5	14	89	14	1
15.5	15	89	15	1
16.5	16	89	16	1
17.5	17	89	17	1
18.5	18	89	18	1
19.5	19	89	19	1
20.5	20	89	20	1
21.5	21	89	21	1
22.5	22	89	22	1
23.5	23	89	23	1
24.5	24	89	24	1
25.5	25	89	25	1
26.5	26	89	26	1
27.5	27	89	27	1
28.5	28	89	28	1
29.5	29	89	29	1
30.5	30	89	30	1
31.5	31	89	31	1
32.5	32	89	32	1
33.5	33	89	33	1
34.5	34	89	34	1
35.5	35	89	35	1
36.5	36	89	36	1
37.5	37	89	37	1
38.5	38	89	38	1
39.5	39	89	39	1
40.5	40	89	40	1
41.5	41	89	41	1
42.5	42	89	42	1
43.5	43	89	43	1
44.5	44	89	44	1
45.5	45	89	45	1
46.5	46	89	46	1
47.5	47	89	47	1
48.5	48	89	48	1
49.5	49	89	49	1
50.5	50	89	50	1
51.5	51	89	51	1
52.5	52	89	52	1
53.5	53	89	53	1
54.5	54	89	54	1
55.5	55	89	55	1
56.5	56	89	56	1
57.5	57	89	57	1
58.5	58	89	58	1
59.5	59	89	59	1
60.5	60	89	60	1
61.5	61	89	61	1
62.5	62	89	62	1
63.5	63	89	63	1
64.5	64	89	64	1
65.5	65	89	65	1
66.5	66	89	66	1
67.5	67	89	67	1
68.5	68	89	68	1
69.5	69	89	69	1
70.5	70	89	70	1
71.5	71	89	71	1
72.5	72	89	72	1
73.5	73	89	73	1
74.5	74	89	74	1
75.5	75	89	75	1
76.5	76	89	76	1
77.5	77	89	77	1
78.5	78	89	78	1
79.5	79	89	79	1
80.5	80	89	80	1
81.5	81	89	81	1
82.5	82	89	82	1
83.5	83	89	83	1
84.5	84	89	84	1
85.5	85	89	85	1
86.5	86	89	86	1
87.5	87	89	87	1
88.5	88	89	88	1
0.5	0	90	0	1
1.5	1	90	1	1
2.5	2	90	2	1
3.5	3	90	3	1
4.5	4	90	4	1
5.5	5	90	5	1
6.5	6	90	6	1
7.5	7	90	7	1
8.5	8	90	8	1
9.5	9	90	9	1
10.5	10	90	10	1
11.5	11	90	11	1
12.5	12	90	12	1
13.5	13	90	13	1
14.5	14	90	14	1
15.5	15	90	15	1
16.5	16	90	16	1
17.5	17	90	17	1
18.5	18	90	18	1
19.5	19	90	19	1
20.5	20	90	20	1
21.5	21	90	21	1
22.5	22	90	22	1
23.5	23	90	23	1
24.5	24	90	24	1
25.5	25	90	25	1
26.5	26	90	26	1
27.5	27	90	27	1
28.5	28	90	28	1
29.5	29	90	29	1
30.5	30	90	30	1
31.5	31	90	31	1
32.5	32	90	32	1
33.5	33	90	33	1
34.5	34	90	34	1
35.5	35	90	35	1
36.5	36	90	36	1
37.5	37	90	37	1
38.5	38	90	38	1
39.5	39	90	39	1
40.5	40	90	40	1
41.5	41	90	41	1
42.5	42	90	42	1
43.5	43	90	43	1
44.5	44	90	44	1
45.5	45	90	45	1
46.5	46	90	46	1
47.5	47	90	47	1
48.5	48	90	48	1
49.5	49	90	49	1
50.5	50	90	50	1
51.5	51	90	51	1
52.5	52	90	52	1
53.5	53	90	53	1
54.5	54	90	54	1
55.5	55	90	55	1
56.5	56	90	56	1
57.5	57	90	57	1
58.5	58	90	58	1
59.5	59	90	59	1
60.5	60	90	60	1
61.5	61	90	61	1
62.5	62	90	62	1
63.5	63	90	63	1
64.5	64	90	64	1
65.5	65	90	65	1
