xmin	xmax	clickSelects	PANEL	group
75.5	76.5	76	2	-1
76.5	77.5	77	2	-1
77.5	78.5	78	2	-1
78.5	79.5	79	2	-1
79.5	80.5	80	2	-1
80.5	81.5	81	2	-1
81.5	82.5	82	2	-1
82.5	83.5	83	2	-1
83.5	84.5	84	2	-1
84.5	85.5	85	2	-1
85.5	86.5	86	2	-1
86.5	87.5	87	2	-1
87.5	88.5	88	2	-1
88.5	89.5	89	2	-1
89.5	90.5	90	2	-1
90.5	91.5	91	2	-1
91.5	92.5	92	2	-1
92.5	93.5	93	2	-1
93.5	94.5	94	2	-1
94.5	95.5	95	2	-1
95.5	96.5	96	2	-1
96.5	97.5	97	2	-1
97.5	98.5	98	2	-1
98.5	99.5	99	2	-1
99.5	100.5	100	2	-1
