x	y	key	label	showSelected1	showSelected2	PANEL	group	anchor
18.5	1	18	tau=18	34	18	1	-1	start
19.5	1	19	tau=19	34	19	1	-1	start
20.5	1	20	tau=20	34	20	1	-1	start
21.5	1	21	tau=21	34	21	1	-1	start
22.5	1	22	tau=22	34	22	1	-1	start
23.5	1	23	tau=23	34	23	1	-1	start
24.5	1	24	tau=24	34	24	1	-1	start
25.5	1	25	tau=25	34	25	1	-1	start
26.5	1	26	tau=26	34	26	1	-1	start
27.5	1	27	tau=27	34	27	1	-1	start
28.5	1	28	tau=28	34	28	1	-1	start
29.5	1	29	tau=29	34	29	1	-1	start
30.5	1	30	tau=30	34	30	1	-1	start
31.5	1	31	tau=31	34	31	1	-1	start
32.5	1	32	tau=32	34	32	1	-1	start
33.5	1	33	tau=33	34	33	1	-1	start
0.5	1	0	tau=0	35	0	1	-1	start
1.5	1	1	tau=1	35	1	1	-1	start
2.5	1	2	tau=2	35	2	1	-1	start
3.5	1	3	tau=3	35	3	1	-1	start
4.5	1	4	tau=4	35	4	1	-1	start
5.5	1	5	tau=5	35	5	1	-1	start
6.5	1	6	tau=6	35	6	1	-1	start
7.5	1	7	tau=7	35	7	1	-1	start
8.5	1	8	tau=8	35	8	1	-1	start
9.5	1	9	tau=9	35	9	1	-1	start
10.5	1	10	tau=10	35	10	1	-1	start
11.5	1	11	tau=11	35	11	1	-1	start
12.5	1	12	tau=12	35	12	1	-1	start
13.5	1	13	tau=13	35	13	1	-1	start
14.5	1	14	tau=14	35	14	1	-1	start
15.5	1	15	tau=15	35	15	1	-1	start
16.5	1	16	tau=16	35	16	1	-1	start
17.5	1	17	tau=17	35	17	1	-1	start
18.5	1	18	tau=18	35	18	1	-1	start
19.5	1	19	tau=19	35	19	1	-1	start
20.5	1	20	tau=20	35	20	1	-1	start
21.5	1	21	tau=21	35	21	1	-1	start
22.5	1	22	tau=22	35	22	1	-1	start
23.5	1	23	tau=23	35	23	1	-1	start
24.5	1	24	tau=24	35	24	1	-1	start
25.5	1	25	tau=25	35	25	1	-1	start
26.5	1	26	tau=26	35	26	1	-1	start
27.5	1	27	tau=27	35	27	1	-1	start
28.5	1	28	tau=28	35	28	1	-1	start
29.5	1	29	tau=29	35	29	1	-1	start
30.5	1	30	tau=30	35	30	1	-1	start
31.5	1	31	tau=31	35	31	1	-1	start
32.5	1	32	tau=32	35	32	1	-1	start
33.5	1	33	tau=33	35	33	1	-1	start
34.5	1	34	tau=34	35	34	1	-1	start
0.5	1	0	tau=0	36	0	1	-1	start
1.5	1	1	tau=1	36	1	1	-1	start
2.5	1	2	tau=2	36	2	1	-1	start
3.5	1	3	tau=3	36	3	1	-1	start
4.5	1	4	tau=4	36	4	1	-1	start
5.5	1	5	tau=5	36	5	1	-1	start
6.5	1	6	tau=6	36	6	1	-1	start
7.5	1	7	tau=7	36	7	1	-1	start
8.5	1	8	tau=8	36	8	1	-1	start
9.5	1	9	tau=9	36	9	1	-1	start
10.5	1	10	tau=10	36	10	1	-1	start
11.5	1	11	tau=11	36	11	1	-1	start
12.5	1	12	tau=12	36	12	1	-1	start
13.5	1	13	tau=13	36	13	1	-1	start
14.5	1	14	tau=14	36	14	1	-1	start
15.5	1	15	tau=15	36	15	1	-1	start
16.5	1	16	tau=16	36	16	1	-1	start
17.5	1	17	tau=17	36	17	1	-1	start
18.5	1	18	tau=18	36	18	1	-1	start
19.5	1	19	tau=19	36	19	1	-1	start
20.5	1	20	tau=20	36	20	1	-1	start
21.5	1	21	tau=21	36	21	1	-1	start
22.5	1	22	tau=22	36	22	1	-1	start
23.5	1	23	tau=23	36	23	1	-1	start
24.5	1	24	tau=24	36	24	1	-1	start
25.5	1	25	tau=25	36	25	1	-1	start
26.5	1	26	tau=26	36	26	1	-1	start
27.5	1	27	tau=27	36	27	1	-1	start
28.5	1	28	tau=28	36	28	1	-1	start
29.5	1	29	tau=29	36	29	1	-1	start
30.5	1	30	tau=30	36	30	1	-1	start
31.5	1	31	tau=31	36	31	1	-1	start
32.5	1	32	tau=32	36	32	1	-1	start
33.5	1	33	tau=33	36	33	1	-1	start
34.5	1	34	tau=34	36	34	1	-1	start
35.5	1	35	tau=35	36	35	1	-1	start
0.5	1	0	tau=0	37	0	1	-1	start
1.5	1	1	tau=1	37	1	1	-1	start
2.5	1	2	tau=2	37	2	1	-1	start
3.5	1	3	tau=3	37	3	1	-1	start
4.5	1	4	tau=4	37	4	1	-1	start
5.5	1	5	tau=5	37	5	1	-1	start
6.5	1	6	tau=6	37	6	1	-1	start
7.5	1	7	tau=7	37	7	1	-1	start
8.5	1	8	tau=8	37	8	1	-1	start
9.5	1	9	tau=9	37	9	1	-1	start
10.5	1	10	tau=10	37	10	1	-1	start
11.5	1	11	tau=11	37	11	1	-1	start
12.5	1	12	tau=12	37	12	1	-1	start
13.5	1	13	tau=13	37	13	1	-1	start
14.5	1	14	tau=14	37	14	1	-1	start
15.5	1	15	tau=15	37	15	1	-1	start
16.5	1	16	tau=16	37	16	1	-1	start
17.5	1	17	tau=17	37	17	1	-1	start
18.5	1	18	tau=18	37	18	1	-1	start
19.5	1	19	tau=19	37	19	1	-1	start
20.5	1	20	tau=20	37	20	1	-1	start
21.5	1	21	tau=21	37	21	1	-1	start
22.5	1	22	tau=22	37	22	1	-1	start
23.5	1	23	tau=23	37	23	1	-1	start
24.5	1	24	tau=24	37	24	1	-1	start
25.5	1	25	tau=25	37	25	1	-1	start
26.5	1	26	tau=26	37	26	1	-1	start
27.5	1	27	tau=27	37	27	1	-1	start
28.5	1	28	tau=28	37	28	1	-1	start
29.5	1	29	tau=29	37	29	1	-1	start
30.5	1	30	tau=30	37	30	1	-1	start
31.5	1	31	tau=31	37	31	1	-1	start
32.5	1	32	tau=32	37	32	1	-1	start
33.5	1	33	tau=33	37	33	1	-1	start
34.5	1	34	tau=34	37	34	1	-1	start
35.5	1	35	tau=35	37	35	1	-1	start
36.5	1	36	tau=36	37	36	1	-1	start
0.5	1	0	tau=0	38	0	1	-1	start
1.5	1	1	tau=1	38	1	1	-1	start
2.5	1	2	tau=2	38	2	1	-1	start
3.5	1	3	tau=3	38	3	1	-1	start
4.5	1	4	tau=4	38	4	1	-1	start
5.5	1	5	tau=5	38	5	1	-1	start
6.5	1	6	tau=6	38	6	1	-1	start
7.5	1	7	tau=7	38	7	1	-1	start
8.5	1	8	tau=8	38	8	1	-1	start
9.5	1	9	tau=9	38	9	1	-1	start
10.5	1	10	tau=10	38	10	1	-1	start
11.5	1	11	tau=11	38	11	1	-1	start
12.5	1	12	tau=12	38	12	1	-1	start
13.5	1	13	tau=13	38	13	1	-1	start
14.5	1	14	tau=14	38	14	1	-1	start
15.5	1	15	tau=15	38	15	1	-1	start
16.5	1	16	tau=16	38	16	1	-1	start
17.5	1	17	tau=17	38	17	1	-1	start
18.5	1	18	tau=18	38	18	1	-1	start
19.5	1	19	tau=19	38	19	1	-1	start
20.5	1	20	tau=20	38	20	1	-1	start
21.5	1	21	tau=21	38	21	1	-1	start
22.5	1	22	tau=22	38	22	1	-1	start
23.5	1	23	tau=23	38	23	1	-1	start
24.5	1	24	tau=24	38	24	1	-1	start
25.5	1	25	tau=25	38	25	1	-1	start
26.5	1	26	tau=26	38	26	1	-1	start
27.5	1	27	tau=27	38	27	1	-1	start
28.5	1	28	tau=28	38	28	1	-1	start
29.5	1	29	tau=29	38	29	1	-1	start
30.5	1	30	tau=30	38	30	1	-1	start
31.5	1	31	tau=31	38	31	1	-1	start
32.5	1	32	tau=32	38	32	1	-1	start
33.5	1	33	tau=33	38	33	1	-1	start
34.5	1	34	tau=34	38	34	1	-1	start
35.5	1	35	tau=35	38	35	1	-1	start
36.5	1	36	tau=36	38	36	1	-1	start
37.5	1	37	tau=37	38	37	1	-1	start
0.5	1	0	tau=0	39	0	1	-1	start
1.5	1	1	tau=1	39	1	1	-1	start
2.5	1	2	tau=2	39	2	1	-1	start
3.5	1	3	tau=3	39	3	1	-1	start
4.5	1	4	tau=4	39	4	1	-1	start
5.5	1	5	tau=5	39	5	1	-1	start
6.5	1	6	tau=6	39	6	1	-1	start
7.5	1	7	tau=7	39	7	1	-1	start
8.5	1	8	tau=8	39	8	1	-1	start
9.5	1	9	tau=9	39	9	1	-1	start
10.5	1	10	tau=10	39	10	1	-1	start
11.5	1	11	tau=11	39	11	1	-1	start
12.5	1	12	tau=12	39	12	1	-1	start
13.5	1	13	tau=13	39	13	1	-1	start
14.5	1	14	tau=14	39	14	1	-1	start
15.5	1	15	tau=15	39	15	1	-1	start
16.5	1	16	tau=16	39	16	1	-1	start
17.5	1	17	tau=17	39	17	1	-1	start
18.5	1	18	tau=18	39	18	1	-1	start
19.5	1	19	tau=19	39	19	1	-1	start
20.5	1	20	tau=20	39	20	1	-1	start
21.5	1	21	tau=21	39	21	1	-1	start
22.5	1	22	tau=22	39	22	1	-1	start
23.5	1	23	tau=23	39	23	1	-1	start
24.5	1	24	tau=24	39	24	1	-1	start
25.5	1	25	tau=25	39	25	1	-1	start
26.5	1	26	tau=26	39	26	1	-1	start
27.5	1	27	tau=27	39	27	1	-1	start
28.5	1	28	tau=28	39	28	1	-1	start
29.5	1	29	tau=29	39	29	1	-1	start
30.5	1	30	tau=30	39	30	1	-1	start
31.5	1	31	tau=31	39	31	1	-1	start
32.5	1	32	tau=32	39	32	1	-1	start
33.5	1	33	tau=33	39	33	1	-1	start
34.5	1	34	tau=34	39	34	1	-1	start
35.5	1	35	tau=35	39	35	1	-1	start
36.5	1	36	tau=36	39	36	1	-1	start
37.5	1	37	tau=37	39	37	1	-1	start
38.5	1	38	tau=38	39	38	1	-1	start
0.5	1	0	tau=0	40	0	1	-1	start
1.5	1	1	tau=1	40	1	1	-1	start
2.5	1	2	tau=2	40	2	1	-1	start
3.5	1	3	tau=3	40	3	1	-1	start
4.5	1	4	tau=4	40	4	1	-1	start
5.5	1	5	tau=5	40	5	1	-1	start
6.5	1	6	tau=6	40	6	1	-1	start
7.5	1	7	tau=7	40	7	1	-1	start
8.5	1	8	tau=8	40	8	1	-1	start
9.5	1	9	tau=9	40	9	1	-1	start
10.5	1	10	tau=10	40	10	1	-1	start
11.5	1	11	tau=11	40	11	1	-1	start
12.5	1	12	tau=12	40	12	1	-1	start
13.5	1	13	tau=13	40	13	1	-1	start
14.5	1	14	tau=14	40	14	1	-1	start
15.5	1	15	tau=15	40	15	1	-1	start
16.5	1	16	tau=16	40	16	1	-1	start
17.5	1	17	tau=17	40	17	1	-1	start
18.5	1	18	tau=18	40	18	1	-1	start
19.5	1	19	tau=19	40	19	1	-1	start
20.5	1	20	tau=20	40	20	1	-1	start
21.5	1	21	tau=21	40	21	1	-1	start
22.5	1	22	tau=22	40	22	1	-1	start
23.5	1	23	tau=23	40	23	1	-1	start
24.5	1	24	tau=24	40	24	1	-1	start
25.5	1	25	tau=25	40	25	1	-1	start
26.5	1	26	tau=26	40	26	1	-1	start
27.5	1	27	tau=27	40	27	1	-1	start
28.5	1	28	tau=28	40	28	1	-1	start
29.5	1	29	tau=29	40	29	1	-1	start
30.5	1	30	tau=30	40	30	1	-1	start
31.5	1	31	tau=31	40	31	1	-1	start
32.5	1	32	tau=32	40	32	1	-1	start
33.5	1	33	tau=33	40	33	1	-1	start
34.5	1	34	tau=34	40	34	1	-1	start
35.5	1	35	tau=35	40	35	1	-1	start
36.5	1	36	tau=36	40	36	1	-1	start
37.5	1	37	tau=37	40	37	1	-1	start
38.5	1	38	tau=38	40	38	1	-1	start
39.5	1	39	tau=39	40	39	1	-1	start
0.5	1	0	tau=0	41	0	1	-1	start
1.5	1	1	tau=1	41	1	1	-1	start
2.5	1	2	tau=2	41	2	1	-1	start
3.5	1	3	tau=3	41	3	1	-1	start
4.5	1	4	tau=4	41	4	1	-1	start
5.5	1	5	tau=5	41	5	1	-1	start
6.5	1	6	tau=6	41	6	1	-1	start
7.5	1	7	tau=7	41	7	1	-1	start
8.5	1	8	tau=8	41	8	1	-1	start
9.5	1	9	tau=9	41	9	1	-1	start
10.5	1	10	tau=10	41	10	1	-1	start
11.5	1	11	tau=11	41	11	1	-1	start
12.5	1	12	tau=12	41	12	1	-1	start
13.5	1	13	tau=13	41	13	1	-1	start
14.5	1	14	tau=14	41	14	1	-1	start
15.5	1	15	tau=15	41	15	1	-1	start
16.5	1	16	tau=16	41	16	1	-1	start
17.5	1	17	tau=17	41	17	1	-1	start
18.5	1	18	tau=18	41	18	1	-1	start
19.5	1	19	tau=19	41	19	1	-1	start
20.5	1	20	tau=20	41	20	1	-1	start
21.5	1	21	tau=21	41	21	1	-1	start
22.5	1	22	tau=22	41	22	1	-1	start
23.5	1	23	tau=23	41	23	1	-1	start
24.5	1	24	tau=24	41	24	1	-1	start
25.5	1	25	tau=25	41	25	1	-1	start
26.5	1	26	tau=26	41	26	1	-1	start
27.5	1	27	tau=27	41	27	1	-1	start
28.5	1	28	tau=28	41	28	1	-1	start
29.5	1	29	tau=29	41	29	1	-1	start
30.5	1	30	tau=30	41	30	1	-1	start
31.5	1	31	tau=31	41	31	1	-1	start
32.5	1	32	tau=32	41	32	1	-1	start
33.5	1	33	tau=33	41	33	1	-1	start
34.5	1	34	tau=34	41	34	1	-1	start
35.5	1	35	tau=35	41	35	1	-1	start
36.5	1	36	tau=36	41	36	1	-1	start
37.5	1	37	tau=37	41	37	1	-1	start
38.5	1	38	tau=38	41	38	1	-1	start
39.5	1	39	tau=39	41	39	1	-1	start
40.5	1	40	tau=40	41	40	1	-1	start
0.5	1	0	tau=0	42	0	1	-1	start
1.5	1	1	tau=1	42	1	1	-1	start
2.5	1	2	tau=2	42	2	1	-1	start
3.5	1	3	tau=3	42	3	1	-1	start
4.5	1	4	tau=4	42	4	1	-1	start
5.5	1	5	tau=5	42	5	1	-1	start
6.5	1	6	tau=6	42	6	1	-1	start
7.5	1	7	tau=7	42	7	1	-1	start
8.5	1	8	tau=8	42	8	1	-1	start
9.5	1	9	tau=9	42	9	1	-1	start
10.5	1	10	tau=10	42	10	1	-1	start
11.5	1	11	tau=11	42	11	1	-1	start
12.5	1	12	tau=12	42	12	1	-1	start
13.5	1	13	tau=13	42	13	1	-1	start
14.5	1	14	tau=14	42	14	1	-1	start
15.5	1	15	tau=15	42	15	1	-1	start
16.5	1	16	tau=16	42	16	1	-1	start
17.5	1	17	tau=17	42	17	1	-1	start
18.5	1	18	tau=18	42	18	1	-1	start
19.5	1	19	tau=19	42	19	1	-1	start
20.5	1	20	tau=20	42	20	1	-1	start
21.5	1	21	tau=21	42	21	1	-1	start
22.5	1	22	tau=22	42	22	1	-1	start
23.5	1	23	tau=23	42	23	1	-1	start
24.5	1	24	tau=24	42	24	1	-1	start
25.5	1	25	tau=25	42	25	1	-1	start
26.5	1	26	tau=26	42	26	1	-1	start
27.5	1	27	tau=27	42	27	1	-1	start
28.5	1	28	tau=28	42	28	1	-1	start
29.5	1	29	tau=29	42	29	1	-1	start
30.5	1	30	tau=30	42	30	1	-1	start
31.5	1	31	tau=31	42	31	1	-1	start
32.5	1	32	tau=32	42	32	1	-1	start
33.5	1	33	tau=33	42	33	1	-1	start
34.5	1	34	tau=34	42	34	1	-1	start
35.5	1	35	tau=35	42	35	1	-1	start
36.5	1	36	tau=36	42	36	1	-1	start
37.5	1	37	tau=37	42	37	1	-1	start
38.5	1	38	tau=38	42	38	1	-1	start
39.5	1	39	tau=39	42	39	1	-1	start
40.5	1	40	tau=40	42	40	1	-1	start
41.5	1	41	tau=41	42	41	1	-1	start
0.5	1	0	tau=0	43	0	1	-1	start
1.5	1	1	tau=1	43	1	1	-1	start
2.5	1	2	tau=2	43	2	1	-1	start
3.5	1	3	tau=3	43	3	1	-1	start
4.5	1	4	tau=4	43	4	1	-1	start
5.5	1	5	tau=5	43	5	1	-1	start
6.5	1	6	tau=6	43	6	1	-1	start
7.5	1	7	tau=7	43	7	1	-1	start
8.5	1	8	tau=8	43	8	1	-1	start
9.5	1	9	tau=9	43	9	1	-1	start
10.5	1	10	tau=10	43	10	1	-1	start
11.5	1	11	tau=11	43	11	1	-1	start
12.5	1	12	tau=12	43	12	1	-1	start
13.5	1	13	tau=13	43	13	1	-1	start
14.5	1	14	tau=14	43	14	1	-1	start
15.5	1	15	tau=15	43	15	1	-1	start
16.5	1	16	tau=16	43	16	1	-1	start
17.5	1	17	tau=17	43	17	1	-1	start
18.5	1	18	tau=18	43	18	1	-1	start
19.5	1	19	tau=19	43	19	1	-1	start
20.5	1	20	tau=20	43	20	1	-1	start
21.5	1	21	tau=21	43	21	1	-1	start
22.5	1	22	tau=22	43	22	1	-1	start
23.5	1	23	tau=23	43	23	1	-1	start
24.5	1	24	tau=24	43	24	1	-1	start
25.5	1	25	tau=25	43	25	1	-1	start
26.5	1	26	tau=26	43	26	1	-1	start
27.5	1	27	tau=27	43	27	1	-1	start
28.5	1	28	tau=28	43	28	1	-1	start
29.5	1	29	tau=29	43	29	1	-1	start
30.5	1	30	tau=30	43	30	1	-1	start
31.5	1	31	tau=31	43	31	1	-1	start
32.5	1	32	tau=32	43	32	1	-1	start
33.5	1	33	tau=33	43	33	1	-1	start
34.5	1	34	tau=34	43	34	1	-1	start
35.5	1	35	tau=35	43	35	1	-1	start
36.5	1	36	tau=36	43	36	1	-1	start
37.5	1	37	tau=37	43	37	1	-1	start
38.5	1	38	tau=38	43	38	1	-1	start
39.5	1	39	tau=39	43	39	1	-1	start
40.5	1	40	tau=40	43	40	1	-1	start
41.5	1	41	tau=41	43	41	1	-1	start
42.5	1	42	tau=42	43	42	1	-1	start
0.5	1	0	tau=0	44	0	1	-1	start
1.5	1	1	tau=1	44	1	1	-1	start
2.5	1	2	tau=2	44	2	1	-1	start
3.5	1	3	tau=3	44	3	1	-1	start
4.5	1	4	tau=4	44	4	1	-1	start
5.5	1	5	tau=5	44	5	1	-1	start
6.5	1	6	tau=6	44	6	1	-1	start
7.5	1	7	tau=7	44	7	1	-1	start
8.5	1	8	tau=8	44	8	1	-1	start
9.5	1	9	tau=9	44	9	1	-1	start
10.5	1	10	tau=10	44	10	1	-1	start
11.5	1	11	tau=11	44	11	1	-1	start
12.5	1	12	tau=12	44	12	1	-1	start
13.5	1	13	tau=13	44	13	1	-1	start
14.5	1	14	tau=14	44	14	1	-1	start
15.5	1	15	tau=15	44	15	1	-1	start
16.5	1	16	tau=16	44	16	1	-1	start
17.5	1	17	tau=17	44	17	1	-1	start
18.5	1	18	tau=18	44	18	1	-1	start
19.5	1	19	tau=19	44	19	1	-1	start
20.5	1	20	tau=20	44	20	1	-1	start
21.5	1	21	tau=21	44	21	1	-1	start
22.5	1	22	tau=22	44	22	1	-1	start
23.5	1	23	tau=23	44	23	1	-1	start
24.5	1	24	tau=24	44	24	1	-1	start
25.5	1	25	tau=25	44	25	1	-1	start
26.5	1	26	tau=26	44	26	1	-1	start
27.5	1	27	tau=27	44	27	1	-1	start
28.5	1	28	tau=28	44	28	1	-1	start
29.5	1	29	tau=29	44	29	1	-1	start
30.5	1	30	tau=30	44	30	1	-1	start
31.5	1	31	tau=31	44	31	1	-1	start
32.5	1	32	tau=32	44	32	1	-1	start
33.5	1	33	tau=33	44	33	1	-1	start
34.5	1	34	tau=34	44	34	1	-1	start
35.5	1	35	tau=35	44	35	1	-1	start
36.5	1	36	tau=36	44	36	1	-1	start
37.5	1	37	tau=37	44	37	1	-1	start
38.5	1	38	tau=38	44	38	1	-1	start
39.5	1	39	tau=39	44	39	1	-1	start
40.5	1	40	tau=40	44	40	1	-1	start
41.5	1	41	tau=41	44	41	1	-1	start
42.5	1	42	tau=42	44	42	1	-1	start
43.5	1	43	tau=43	44	43	1	-1	start
0.5	1	0	tau=0	45	0	1	-1	start
1.5	1	1	tau=1	45	1	1	-1	start
2.5	1	2	tau=2	45	2	1	-1	start
3.5	1	3	tau=3	45	3	1	-1	start
4.5	1	4	tau=4	45	4	1	-1	start
5.5	1	5	tau=5	45	5	1	-1	start
6.5	1	6	tau=6	45	6	1	-1	start
7.5	1	7	tau=7	45	7	1	-1	start
8.5	1	8	tau=8	45	8	1	-1	start
9.5	1	9	tau=9	45	9	1	-1	start
10.5	1	10	tau=10	45	10	1	-1	start
11.5	1	11	tau=11	45	11	1	-1	start
12.5	1	12	tau=12	45	12	1	-1	start
13.5	1	13	tau=13	45	13	1	-1	start
14.5	1	14	tau=14	45	14	1	-1	start
15.5	1	15	tau=15	45	15	1	-1	start
16.5	1	16	tau=16	45	16	1	-1	start
17.5	1	17	tau=17	45	17	1	-1	start
18.5	1	18	tau=18	45	18	1	-1	start
19.5	1	19	tau=19	45	19	1	-1	start
20.5	1	20	tau=20	45	20	1	-1	start
21.5	1	21	tau=21	45	21	1	-1	start
22.5	1	22	tau=22	45	22	1	-1	start
23.5	1	23	tau=23	45	23	1	-1	start
24.5	1	24	tau=24	45	24	1	-1	start
25.5	1	25	tau=25	45	25	1	-1	start
26.5	1	26	tau=26	45	26	1	-1	start
27.5	1	27	tau=27	45	27	1	-1	start
28.5	1	28	tau=28	45	28	1	-1	start
29.5	1	29	tau=29	45	29	1	-1	start
30.5	1	30	tau=30	45	30	1	-1	start
31.5	1	31	tau=31	45	31	1	-1	start
32.5	1	32	tau=32	45	32	1	-1	start
33.5	1	33	tau=33	45	33	1	-1	start
34.5	1	34	tau=34	45	34	1	-1	start
35.5	1	35	tau=35	45	35	1	-1	start
36.5	1	36	tau=36	45	36	1	-1	start
37.5	1	37	tau=37	45	37	1	-1	start
38.5	1	38	tau=38	45	38	1	-1	start
39.5	1	39	tau=39	45	39	1	-1	start
40.5	1	40	tau=40	45	40	1	-1	start
41.5	1	41	tau=41	45	41	1	-1	start
42.5	1	42	tau=42	45	42	1	-1	start
43.5	1	43	tau=43	45	43	1	-1	start
44.5	1	44	tau=44	45	44	1	-1	start
0.5	1	0	tau=0	46	0	1	-1	start
1.5	1	1	tau=1	46	1	1	-1	start
2.5	1	2	tau=2	46	2	1	-1	start
3.5	1	3	tau=3	46	3	1	-1	start
4.5	1	4	tau=4	46	4	1	-1	start
5.5	1	5	tau=5	46	5	1	-1	start
6.5	1	6	tau=6	46	6	1	-1	start
7.5	1	7	tau=7	46	7	1	-1	start
8.5	1	8	tau=8	46	8	1	-1	start
9.5	1	9	tau=9	46	9	1	-1	start
10.5	1	10	tau=10	46	10	1	-1	start
11.5	1	11	tau=11	46	11	1	-1	start
12.5	1	12	tau=12	46	12	1	-1	start
13.5	1	13	tau=13	46	13	1	-1	start
14.5	1	14	tau=14	46	14	1	-1	start
15.5	1	15	tau=15	46	15	1	-1	start
16.5	1	16	tau=16	46	16	1	-1	start
17.5	1	17	tau=17	46	17	1	-1	start
18.5	1	18	tau=18	46	18	1	-1	start
19.5	1	19	tau=19	46	19	1	-1	start
20.5	1	20	tau=20	46	20	1	-1	start
21.5	1	21	tau=21	46	21	1	-1	start
22.5	1	22	tau=22	46	22	1	-1	start
23.5	1	23	tau=23	46	23	1	-1	start
24.5	1	24	tau=24	46	24	1	-1	start
25.5	1	25	tau=25	46	25	1	-1	start
26.5	1	26	tau=26	46	26	1	-1	start
27.5	1	27	tau=27	46	27	1	-1	start
28.5	1	28	tau=28	46	28	1	-1	start
29.5	1	29	tau=29	46	29	1	-1	start
30.5	1	30	tau=30	46	30	1	-1	start
31.5	1	31	tau=31	46	31	1	-1	start
32.5	1	32	tau=32	46	32	1	-1	start
33.5	1	33	tau=33	46	33	1	-1	start
34.5	1	34	tau=34	46	34	1	-1	start
35.5	1	35	tau=35	46	35	1	-1	start
36.5	1	36	tau=36	46	36	1	-1	start
37.5	1	37	tau=37	46	37	1	-1	start
38.5	1	38	tau=38	46	38	1	-1	start
39.5	1	39	tau=39	46	39	1	-1	start
40.5	1	40	tau=40	46	40	1	-1	start
41.5	1	41	tau=41	46	41	1	-1	start
42.5	1	42	tau=42	46	42	1	-1	start
43.5	1	43	tau=43	46	43	1	-1	start
44.5	1	44	tau=44	46	44	1	-1	start
45.5	1	45	tau=45	46	45	1	-1	start
0.5	1	0	tau=0	47	0	1	-1	start
1.5	1	1	tau=1	47	1	1	-1	start
2.5	1	2	tau=2	47	2	1	-1	start
3.5	1	3	tau=3	47	3	1	-1	start
4.5	1	4	tau=4	47	4	1	-1	start
5.5	1	5	tau=5	47	5	1	-1	start
6.5	1	6	tau=6	47	6	1	-1	start
7.5	1	7	tau=7	47	7	1	-1	start
8.5	1	8	tau=8	47	8	1	-1	start
9.5	1	9	tau=9	47	9	1	-1	start
10.5	1	10	tau=10	47	10	1	-1	start
11.5	1	11	tau=11	47	11	1	-1	start
12.5	1	12	tau=12	47	12	1	-1	start
13.5	1	13	tau=13	47	13	1	-1	start
14.5	1	14	tau=14	47	14	1	-1	start
15.5	1	15	tau=15	47	15	1	-1	start
16.5	1	16	tau=16	47	16	1	-1	start
17.5	1	17	tau=17	47	17	1	-1	start
18.5	1	18	tau=18	47	18	1	-1	start
19.5	1	19	tau=19	47	19	1	-1	start
20.5	1	20	tau=20	47	20	1	-1	start
21.5	1	21	tau=21	47	21	1	-1	start
22.5	1	22	tau=22	47	22	1	-1	start
23.5	1	23	tau=23	47	23	1	-1	start
24.5	1	24	tau=24	47	24	1	-1	start
25.5	1	25	tau=25	47	25	1	-1	start
26.5	1	26	tau=26	47	26	1	-1	start
27.5	1	27	tau=27	47	27	1	-1	start
28.5	1	28	tau=28	47	28	1	-1	start
29.5	1	29	tau=29	47	29	1	-1	start
30.5	1	30	tau=30	47	30	1	-1	start
31.5	1	31	tau=31	47	31	1	-1	start
32.5	1	32	tau=32	47	32	1	-1	start
33.5	1	33	tau=33	47	33	1	-1	start
34.5	1	34	tau=34	47	34	1	-1	start
35.5	1	35	tau=35	47	35	1	-1	start
36.5	1	36	tau=36	47	36	1	-1	start
37.5	1	37	tau=37	47	37	1	-1	start
38.5	1	38	tau=38	47	38	1	-1	start
39.5	1	39	tau=39	47	39	1	-1	start
40.5	1	40	tau=40	47	40	1	-1	start
41.5	1	41	tau=41	47	41	1	-1	start
42.5	1	42	tau=42	47	42	1	-1	start
43.5	1	43	tau=43	47	43	1	-1	start
44.5	1	44	tau=44	47	44	1	-1	start
45.5	1	45	tau=45	47	45	1	-1	start
46.5	1	46	tau=46	47	46	1	-1	start
0.5	1	0	tau=0	48	0	1	-1	start
1.5	1	1	tau=1	48	1	1	-1	start
2.5	1	2	tau=2	48	2	1	-1	start
3.5	1	3	tau=3	48	3	1	-1	start
4.5	1	4	tau=4	48	4	1	-1	start
5.5	1	5	tau=5	48	5	1	-1	start
6.5	1	6	tau=6	48	6	1	-1	start
7.5	1	7	tau=7	48	7	1	-1	start
8.5	1	8	tau=8	48	8	1	-1	start
9.5	1	9	tau=9	48	9	1	-1	start
10.5	1	10	tau=10	48	10	1	-1	start
11.5	1	11	tau=11	48	11	1	-1	start
12.5	1	12	tau=12	48	12	1	-1	start
13.5	1	13	tau=13	48	13	1	-1	start
14.5	1	14	tau=14	48	14	1	-1	start
15.5	1	15	tau=15	48	15	1	-1	start
16.5	1	16	tau=16	48	16	1	-1	start
17.5	1	17	tau=17	48	17	1	-1	start
18.5	1	18	tau=18	48	18	1	-1	start
19.5	1	19	tau=19	48	19	1	-1	start
20.5	1	20	tau=20	48	20	1	-1	start
21.5	1	21	tau=21	48	21	1	-1	start
22.5	1	22	tau=22	48	22	1	-1	start
23.5	1	23	tau=23	48	23	1	-1	start
24.5	1	24	tau=24	48	24	1	-1	start
25.5	1	25	tau=25	48	25	1	-1	start
26.5	1	26	tau=26	48	26	1	-1	start
27.5	1	27	tau=27	48	27	1	-1	start
28.5	1	28	tau=28	48	28	1	-1	start
29.5	1	29	tau=29	48	29	1	-1	start
30.5	1	30	tau=30	48	30	1	-1	start
31.5	1	31	tau=31	48	31	1	-1	start
32.5	1	32	tau=32	48	32	1	-1	start
