x	y	key	label	showSelected1	showSelected2	PANEL	group	anchor
32.5	1	32	tau=32	59	32	1	-1	start
33.5	1	33	tau=33	59	33	1	-1	start
34.5	1	34	tau=34	59	34	1	-1	start
35.5	1	35	tau=35	59	35	1	-1	start
36.5	1	36	tau=36	59	36	1	-1	start
37.5	1	37	tau=37	59	37	1	-1	start
38.5	1	38	tau=38	59	38	1	-1	start
39.5	1	39	tau=39	59	39	1	-1	start
40.5	1	40	tau=40	59	40	1	-1	start
41.5	1	41	tau=41	59	41	1	-1	start
42.5	1	42	tau=42	59	42	1	-1	start
43.5	1	43	tau=43	59	43	1	-1	start
44.5	1	44	tau=44	59	44	1	-1	start
45.5	1	45	tau=45	59	45	1	-1	start
46.5	1	46	tau=46	59	46	1	-1	start
47.5	1	47	tau=47	59	47	1	-1	start
48.5	1	48	tau=48	59	48	1	-1	start
49.5	1	49	tau=49	59	49	1	-1	start
50.5	1	50	tau=50	59	50	1	-1	end
51.5	1	51	tau=51	59	51	1	-1	end
52.5	1	52	tau=52	59	52	1	-1	end
53.5	1	53	tau=53	59	53	1	-1	end
54.5	1	54	tau=54	59	54	1	-1	end
55.5	1	55	tau=55	59	55	1	-1	end
56.5	1	56	tau=56	59	56	1	-1	end
57.5	1	57	tau=57	59	57	1	-1	end
58.5	1	58	tau=58	59	58	1	-1	end
0.5	1	0	tau=0	60	0	1	-1	start
1.5	1	1	tau=1	60	1	1	-1	start
2.5	1	2	tau=2	60	2	1	-1	start
3.5	1	3	tau=3	60	3	1	-1	start
4.5	1	4	tau=4	60	4	1	-1	start
5.5	1	5	tau=5	60	5	1	-1	start
6.5	1	6	tau=6	60	6	1	-1	start
7.5	1	7	tau=7	60	7	1	-1	start
8.5	1	8	tau=8	60	8	1	-1	start
9.5	1	9	tau=9	60	9	1	-1	start
10.5	1	10	tau=10	60	10	1	-1	start
11.5	1	11	tau=11	60	11	1	-1	start
12.5	1	12	tau=12	60	12	1	-1	start
13.5	1	13	tau=13	60	13	1	-1	start
14.5	1	14	tau=14	60	14	1	-1	start
15.5	1	15	tau=15	60	15	1	-1	start
16.5	1	16	tau=16	60	16	1	-1	start
17.5	1	17	tau=17	60	17	1	-1	start
18.5	1	18	tau=18	60	18	1	-1	start
19.5	1	19	tau=19	60	19	1	-1	start
20.5	1	20	tau=20	60	20	1	-1	start
21.5	1	21	tau=21	60	21	1	-1	start
22.5	1	22	tau=22	60	22	1	-1	start
23.5	1	23	tau=23	60	23	1	-1	start
24.5	1	24	tau=24	60	24	1	-1	start
25.5	1	25	tau=25	60	25	1	-1	start
26.5	1	26	tau=26	60	26	1	-1	start
27.5	1	27	tau=27	60	27	1	-1	start
28.5	1	28	tau=28	60	28	1	-1	start
29.5	1	29	tau=29	60	29	1	-1	start
30.5	1	30	tau=30	60	30	1	-1	start
31.5	1	31	tau=31	60	31	1	-1	start
32.5	1	32	tau=32	60	32	1	-1	start
33.5	1	33	tau=33	60	33	1	-1	start
34.5	1	34	tau=34	60	34	1	-1	start
35.5	1	35	tau=35	60	35	1	-1	start
36.5	1	36	tau=36	60	36	1	-1	start
37.5	1	37	tau=37	60	37	1	-1	start
38.5	1	38	tau=38	60	38	1	-1	start
39.5	1	39	tau=39	60	39	1	-1	start
40.5	1	40	tau=40	60	40	1	-1	start
41.5	1	41	tau=41	60	41	1	-1	start
42.5	1	42	tau=42	60	42	1	-1	start
43.5	1	43	tau=43	60	43	1	-1	start
44.5	1	44	tau=44	60	44	1	-1	start
45.5	1	45	tau=45	60	45	1	-1	start
46.5	1	46	tau=46	60	46	1	-1	start
47.5	1	47	tau=47	60	47	1	-1	start
48.5	1	48	tau=48	60	48	1	-1	start
49.5	1	49	tau=49	60	49	1	-1	start
50.5	1	50	tau=50	60	50	1	-1	end
51.5	1	51	tau=51	60	51	1	-1	end
52.5	1	52	tau=52	60	52	1	-1	end
53.5	1	53	tau=53	60	53	1	-1	end
54.5	1	54	tau=54	60	54	1	-1	end
55.5	1	55	tau=55	60	55	1	-1	end
56.5	1	56	tau=56	60	56	1	-1	end
57.5	1	57	tau=57	60	57	1	-1	end
58.5	1	58	tau=58	60	58	1	-1	end
59.5	1	59	tau=59	60	59	1	-1	end
0.5	1	0	tau=0	61	0	1	-1	start
1.5	1	1	tau=1	61	1	1	-1	start
2.5	1	2	tau=2	61	2	1	-1	start
3.5	1	3	tau=3	61	3	1	-1	start
4.5	1	4	tau=4	61	4	1	-1	start
5.5	1	5	tau=5	61	5	1	-1	start
6.5	1	6	tau=6	61	6	1	-1	start
7.5	1	7	tau=7	61	7	1	-1	start
8.5	1	8	tau=8	61	8	1	-1	start
9.5	1	9	tau=9	61	9	1	-1	start
10.5	1	10	tau=10	61	10	1	-1	start
11.5	1	11	tau=11	61	11	1	-1	start
12.5	1	12	tau=12	61	12	1	-1	start
13.5	1	13	tau=13	61	13	1	-1	start
14.5	1	14	tau=14	61	14	1	-1	start
15.5	1	15	tau=15	61	15	1	-1	start
16.5	1	16	tau=16	61	16	1	-1	start
17.5	1	17	tau=17	61	17	1	-1	start
18.5	1	18	tau=18	61	18	1	-1	start
19.5	1	19	tau=19	61	19	1	-1	start
20.5	1	20	tau=20	61	20	1	-1	start
21.5	1	21	tau=21	61	21	1	-1	start
22.5	1	22	tau=22	61	22	1	-1	start
23.5	1	23	tau=23	61	23	1	-1	start
24.5	1	24	tau=24	61	24	1	-1	start
25.5	1	25	tau=25	61	25	1	-1	start
26.5	1	26	tau=26	61	26	1	-1	start
27.5	1	27	tau=27	61	27	1	-1	start
28.5	1	28	tau=28	61	28	1	-1	start
29.5	1	29	tau=29	61	29	1	-1	start
30.5	1	30	tau=30	61	30	1	-1	start
31.5	1	31	tau=31	61	31	1	-1	start
32.5	1	32	tau=32	61	32	1	-1	start
33.5	1	33	tau=33	61	33	1	-1	start
34.5	1	34	tau=34	61	34	1	-1	start
35.5	1	35	tau=35	61	35	1	-1	start
36.5	1	36	tau=36	61	36	1	-1	start
37.5	1	37	tau=37	61	37	1	-1	start
38.5	1	38	tau=38	61	38	1	-1	start
39.5	1	39	tau=39	61	39	1	-1	start
40.5	1	40	tau=40	61	40	1	-1	start
41.5	1	41	tau=41	61	41	1	-1	start
42.5	1	42	tau=42	61	42	1	-1	start
43.5	1	43	tau=43	61	43	1	-1	start
44.5	1	44	tau=44	61	44	1	-1	start
45.5	1	45	tau=45	61	45	1	-1	start
46.5	1	46	tau=46	61	46	1	-1	start
47.5	1	47	tau=47	61	47	1	-1	start
48.5	1	48	tau=48	61	48	1	-1	start
49.5	1	49	tau=49	61	49	1	-1	start
50.5	1	50	tau=50	61	50	1	-1	end
51.5	1	51	tau=51	61	51	1	-1	end
52.5	1	52	tau=52	61	52	1	-1	end
53.5	1	53	tau=53	61	53	1	-1	end
54.5	1	54	tau=54	61	54	1	-1	end
55.5	1	55	tau=55	61	55	1	-1	end
56.5	1	56	tau=56	61	56	1	-1	end
57.5	1	57	tau=57	61	57	1	-1	end
58.5	1	58	tau=58	61	58	1	-1	end
59.5	1	59	tau=59	61	59	1	-1	end
60.5	1	60	tau=60	61	60	1	-1	end
0.5	1	0	tau=0	62	0	1	-1	start
1.5	1	1	tau=1	62	1	1	-1	start
2.5	1	2	tau=2	62	2	1	-1	start
3.5	1	3	tau=3	62	3	1	-1	start
4.5	1	4	tau=4	62	4	1	-1	start
5.5	1	5	tau=5	62	5	1	-1	start
6.5	1	6	tau=6	62	6	1	-1	start
7.5	1	7	tau=7	62	7	1	-1	start
8.5	1	8	tau=8	62	8	1	-1	start
9.5	1	9	tau=9	62	9	1	-1	start
10.5	1	10	tau=10	62	10	1	-1	start
11.5	1	11	tau=11	62	11	1	-1	start
12.5	1	12	tau=12	62	12	1	-1	start
13.5	1	13	tau=13	62	13	1	-1	start
14.5	1	14	tau=14	62	14	1	-1	start
15.5	1	15	tau=15	62	15	1	-1	start
16.5	1	16	tau=16	62	16	1	-1	start
17.5	1	17	tau=17	62	17	1	-1	start
18.5	1	18	tau=18	62	18	1	-1	start
19.5	1	19	tau=19	62	19	1	-1	start
20.5	1	20	tau=20	62	20	1	-1	start
21.5	1	21	tau=21	62	21	1	-1	start
22.5	1	22	tau=22	62	22	1	-1	start
23.5	1	23	tau=23	62	23	1	-1	start
24.5	1	24	tau=24	62	24	1	-1	start
25.5	1	25	tau=25	62	25	1	-1	start
26.5	1	26	tau=26	62	26	1	-1	start
27.5	1	27	tau=27	62	27	1	-1	start
28.5	1	28	tau=28	62	28	1	-1	start
29.5	1	29	tau=29	62	29	1	-1	start
30.5	1	30	tau=30	62	30	1	-1	start
31.5	1	31	tau=31	62	31	1	-1	start
32.5	1	32	tau=32	62	32	1	-1	start
33.5	1	33	tau=33	62	33	1	-1	start
34.5	1	34	tau=34	62	34	1	-1	start
35.5	1	35	tau=35	62	35	1	-1	start
36.5	1	36	tau=36	62	36	1	-1	start
37.5	1	37	tau=37	62	37	1	-1	start
38.5	1	38	tau=38	62	38	1	-1	start
39.5	1	39	tau=39	62	39	1	-1	start
40.5	1	40	tau=40	62	40	1	-1	start
41.5	1	41	tau=41	62	41	1	-1	start
42.5	1	42	tau=42	62	42	1	-1	start
43.5	1	43	tau=43	62	43	1	-1	start
44.5	1	44	tau=44	62	44	1	-1	start
45.5	1	45	tau=45	62	45	1	-1	start
46.5	1	46	tau=46	62	46	1	-1	start
47.5	1	47	tau=47	62	47	1	-1	start
48.5	1	48	tau=48	62	48	1	-1	start
49.5	1	49	tau=49	62	49	1	-1	start
50.5	1	50	tau=50	62	50	1	-1	end
51.5	1	51	tau=51	62	51	1	-1	end
52.5	1	52	tau=52	62	52	1	-1	end
53.5	1	53	tau=53	62	53	1	-1	end
54.5	1	54	tau=54	62	54	1	-1	end
55.5	1	55	tau=55	62	55	1	-1	end
56.5	1	56	tau=56	62	56	1	-1	end
57.5	1	57	tau=57	62	57	1	-1	end
58.5	1	58	tau=58	62	58	1	-1	end
59.5	1	59	tau=59	62	59	1	-1	end
60.5	1	60	tau=60	62	60	1	-1	end
61.5	1	61	tau=61	62	61	1	-1	end
0.5	1	0	tau=0	63	0	1	-1	start
1.5	1	1	tau=1	63	1	1	-1	start
2.5	1	2	tau=2	63	2	1	-1	start
3.5	1	3	tau=3	63	3	1	-1	start
4.5	1	4	tau=4	63	4	1	-1	start
5.5	1	5	tau=5	63	5	1	-1	start
6.5	1	6	tau=6	63	6	1	-1	start
7.5	1	7	tau=7	63	7	1	-1	start
8.5	1	8	tau=8	63	8	1	-1	start
9.5	1	9	tau=9	63	9	1	-1	start
10.5	1	10	tau=10	63	10	1	-1	start
11.5	1	11	tau=11	63	11	1	-1	start
12.5	1	12	tau=12	63	12	1	-1	start
13.5	1	13	tau=13	63	13	1	-1	start
14.5	1	14	tau=14	63	14	1	-1	start
15.5	1	15	tau=15	63	15	1	-1	start
16.5	1	16	tau=16	63	16	1	-1	start
17.5	1	17	tau=17	63	17	1	-1	start
18.5	1	18	tau=18	63	18	1	-1	start
19.5	1	19	tau=19	63	19	1	-1	start
20.5	1	20	tau=20	63	20	1	-1	start
21.5	1	21	tau=21	63	21	1	-1	start
22.5	1	22	tau=22	63	22	1	-1	start
23.5	1	23	tau=23	63	23	1	-1	start
24.5	1	24	tau=24	63	24	1	-1	start
25.5	1	25	tau=25	63	25	1	-1	start
26.5	1	26	tau=26	63	26	1	-1	start
27.5	1	27	tau=27	63	27	1	-1	start
28.5	1	28	tau=28	63	28	1	-1	start
29.5	1	29	tau=29	63	29	1	-1	start
30.5	1	30	tau=30	63	30	1	-1	start
31.5	1	31	tau=31	63	31	1	-1	start
32.5	1	32	tau=32	63	32	1	-1	start
33.5	1	33	tau=33	63	33	1	-1	start
34.5	1	34	tau=34	63	34	1	-1	start
35.5	1	35	tau=35	63	35	1	-1	start
36.5	1	36	tau=36	63	36	1	-1	start
37.5	1	37	tau=37	63	37	1	-1	start
38.5	1	38	tau=38	63	38	1	-1	start
39.5	1	39	tau=39	63	39	1	-1	start
40.5	1	40	tau=40	63	40	1	-1	start
41.5	1	41	tau=41	63	41	1	-1	start
42.5	1	42	tau=42	63	42	1	-1	start
43.5	1	43	tau=43	63	43	1	-1	start
44.5	1	44	tau=44	63	44	1	-1	start
45.5	1	45	tau=45	63	45	1	-1	start
46.5	1	46	tau=46	63	46	1	-1	start
47.5	1	47	tau=47	63	47	1	-1	start
48.5	1	48	tau=48	63	48	1	-1	start
49.5	1	49	tau=49	63	49	1	-1	start
50.5	1	50	tau=50	63	50	1	-1	end
51.5	1	51	tau=51	63	51	1	-1	end
52.5	1	52	tau=52	63	52	1	-1	end
53.5	1	53	tau=53	63	53	1	-1	end
54.5	1	54	tau=54	63	54	1	-1	end
55.5	1	55	tau=55	63	55	1	-1	end
56.5	1	56	tau=56	63	56	1	-1	end
57.5	1	57	tau=57	63	57	1	-1	end
58.5	1	58	tau=58	63	58	1	-1	end
59.5	1	59	tau=59	63	59	1	-1	end
60.5	1	60	tau=60	63	60	1	-1	end
61.5	1	61	tau=61	63	61	1	-1	end
62.5	1	62	tau=62	63	62	1	-1	end
0.5	1	0	tau=0	64	0	1	-1	start
1.5	1	1	tau=1	64	1	1	-1	start
2.5	1	2	tau=2	64	2	1	-1	start
3.5	1	3	tau=3	64	3	1	-1	start
4.5	1	4	tau=4	64	4	1	-1	start
5.5	1	5	tau=5	64	5	1	-1	start
6.5	1	6	tau=6	64	6	1	-1	start
7.5	1	7	tau=7	64	7	1	-1	start
8.5	1	8	tau=8	64	8	1	-1	start
9.5	1	9	tau=9	64	9	1	-1	start
10.5	1	10	tau=10	64	10	1	-1	start
11.5	1	11	tau=11	64	11	1	-1	start
12.5	1	12	tau=12	64	12	1	-1	start
13.5	1	13	tau=13	64	13	1	-1	start
14.5	1	14	tau=14	64	14	1	-1	start
15.5	1	15	tau=15	64	15	1	-1	start
16.5	1	16	tau=16	64	16	1	-1	start
17.5	1	17	tau=17	64	17	1	-1	start
18.5	1	18	tau=18	64	18	1	-1	start
19.5	1	19	tau=19	64	19	1	-1	start
20.5	1	20	tau=20	64	20	1	-1	start
21.5	1	21	tau=21	64	21	1	-1	start
22.5	1	22	tau=22	64	22	1	-1	start
23.5	1	23	tau=23	64	23	1	-1	start
24.5	1	24	tau=24	64	24	1	-1	start
25.5	1	25	tau=25	64	25	1	-1	start
26.5	1	26	tau=26	64	26	1	-1	start
27.5	1	27	tau=27	64	27	1	-1	start
28.5	1	28	tau=28	64	28	1	-1	start
29.5	1	29	tau=29	64	29	1	-1	start
30.5	1	30	tau=30	64	30	1	-1	start
31.5	1	31	tau=31	64	31	1	-1	start
32.5	1	32	tau=32	64	32	1	-1	start
33.5	1	33	tau=33	64	33	1	-1	start
34.5	1	34	tau=34	64	34	1	-1	start
35.5	1	35	tau=35	64	35	1	-1	start
36.5	1	36	tau=36	64	36	1	-1	start
37.5	1	37	tau=37	64	37	1	-1	start
38.5	1	38	tau=38	64	38	1	-1	start
39.5	1	39	tau=39	64	39	1	-1	start
40.5	1	40	tau=40	64	40	1	-1	start
41.5	1	41	tau=41	64	41	1	-1	start
42.5	1	42	tau=42	64	42	1	-1	start
43.5	1	43	tau=43	64	43	1	-1	start
44.5	1	44	tau=44	64	44	1	-1	start
45.5	1	45	tau=45	64	45	1	-1	start
46.5	1	46	tau=46	64	46	1	-1	start
47.5	1	47	tau=47	64	47	1	-1	start
48.5	1	48	tau=48	64	48	1	-1	start
49.5	1	49	tau=49	64	49	1	-1	start
50.5	1	50	tau=50	64	50	1	-1	end
51.5	1	51	tau=51	64	51	1	-1	end
52.5	1	52	tau=52	64	52	1	-1	end
53.5	1	53	tau=53	64	53	1	-1	end
54.5	1	54	tau=54	64	54	1	-1	end
55.5	1	55	tau=55	64	55	1	-1	end
56.5	1	56	tau=56	64	56	1	-1	end
57.5	1	57	tau=57	64	57	1	-1	end
58.5	1	58	tau=58	64	58	1	-1	end
59.5	1	59	tau=59	64	59	1	-1	end
60.5	1	60	tau=60	64	60	1	-1	end
61.5	1	61	tau=61	64	61	1	-1	end
62.5	1	62	tau=62	64	62	1	-1	end
63.5	1	63	tau=63	64	63	1	-1	end
0.5	1	0	tau=0	65	0	1	-1	start
1.5	1	1	tau=1	65	1	1	-1	start
2.5	1	2	tau=2	65	2	1	-1	start
3.5	1	3	tau=3	65	3	1	-1	start
4.5	1	4	tau=4	65	4	1	-1	start
5.5	1	5	tau=5	65	5	1	-1	start
6.5	1	6	tau=6	65	6	1	-1	start
7.5	1	7	tau=7	65	7	1	-1	start
8.5	1	8	tau=8	65	8	1	-1	start
9.5	1	9	tau=9	65	9	1	-1	start
10.5	1	10	tau=10	65	10	1	-1	start
11.5	1	11	tau=11	65	11	1	-1	start
12.5	1	12	tau=12	65	12	1	-1	start
13.5	1	13	tau=13	65	13	1	-1	start
14.5	1	14	tau=14	65	14	1	-1	start
15.5	1	15	tau=15	65	15	1	-1	start
16.5	1	16	tau=16	65	16	1	-1	start
17.5	1	17	tau=17	65	17	1	-1	start
18.5	1	18	tau=18	65	18	1	-1	start
19.5	1	19	tau=19	65	19	1	-1	start
20.5	1	20	tau=20	65	20	1	-1	start
21.5	1	21	tau=21	65	21	1	-1	start
22.5	1	22	tau=22	65	22	1	-1	start
23.5	1	23	tau=23	65	23	1	-1	start
24.5	1	24	tau=24	65	24	1	-1	start
25.5	1	25	tau=25	65	25	1	-1	start
26.5	1	26	tau=26	65	26	1	-1	start
27.5	1	27	tau=27	65	27	1	-1	start
28.5	1	28	tau=28	65	28	1	-1	start
29.5	1	29	tau=29	65	29	1	-1	start
30.5	1	30	tau=30	65	30	1	-1	start
31.5	1	31	tau=31	65	31	1	-1	start
32.5	1	32	tau=32	65	32	1	-1	start
33.5	1	33	tau=33	65	33	1	-1	start
34.5	1	34	tau=34	65	34	1	-1	start
35.5	1	35	tau=35	65	35	1	-1	start
36.5	1	36	tau=36	65	36	1	-1	start
37.5	1	37	tau=37	65	37	1	-1	start
38.5	1	38	tau=38	65	38	1	-1	start
39.5	1	39	tau=39	65	39	1	-1	start
40.5	1	40	tau=40	65	40	1	-1	start
41.5	1	41	tau=41	65	41	1	-1	start
42.5	1	42	tau=42	65	42	1	-1	start
43.5	1	43	tau=43	65	43	1	-1	start
44.5	1	44	tau=44	65	44	1	-1	start
45.5	1	45	tau=45	65	45	1	-1	start
46.5	1	46	tau=46	65	46	1	-1	start
47.5	1	47	tau=47	65	47	1	-1	start
48.5	1	48	tau=48	65	48	1	-1	start
49.5	1	49	tau=49	65	49	1	-1	start
50.5	1	50	tau=50	65	50	1	-1	end
51.5	1	51	tau=51	65	51	1	-1	end
52.5	1	52	tau=52	65	52	1	-1	end
53.5	1	53	tau=53	65	53	1	-1	end
54.5	1	54	tau=54	65	54	1	-1	end
55.5	1	55	tau=55	65	55	1	-1	end
56.5	1	56	tau=56	65	56	1	-1	end
57.5	1	57	tau=57	65	57	1	-1	end
58.5	1	58	tau=58	65	58	1	-1	end
59.5	1	59	tau=59	65	59	1	-1	end
60.5	1	60	tau=60	65	60	1	-1	end
61.5	1	61	tau=61	65	61	1	-1	end
62.5	1	62	tau=62	65	62	1	-1	end
63.5	1	63	tau=63	65	63	1	-1	end
64.5	1	64	tau=64	65	64	1	-1	end
0.5	1	0	tau=0	66	0	1	-1	start
1.5	1	1	tau=1	66	1	1	-1	start
2.5	1	2	tau=2	66	2	1	-1	start
3.5	1	3	tau=3	66	3	1	-1	start
4.5	1	4	tau=4	66	4	1	-1	start
5.5	1	5	tau=5	66	5	1	-1	start
6.5	1	6	tau=6	66	6	1	-1	start
7.5	1	7	tau=7	66	7	1	-1	start
8.5	1	8	tau=8	66	8	1	-1	start
9.5	1	9	tau=9	66	9	1	-1	start
10.5	1	10	tau=10	66	10	1	-1	start
11.5	1	11	tau=11	66	11	1	-1	start
12.5	1	12	tau=12	66	12	1	-1	start
13.5	1	13	tau=13	66	13	1	-1	start
14.5	1	14	tau=14	66	14	1	-1	start
15.5	1	15	tau=15	66	15	1	-1	start
16.5	1	16	tau=16	66	16	1	-1	start
17.5	1	17	tau=17	66	17	1	-1	start
18.5	1	18	tau=18	66	18	1	-1	start
19.5	1	19	tau=19	66	19	1	-1	start
20.5	1	20	tau=20	66	20	1	-1	start
21.5	1	21	tau=21	66	21	1	-1	start
22.5	1	22	tau=22	66	22	1	-1	start
23.5	1	23	tau=23	66	23	1	-1	start
24.5	1	24	tau=24	66	24	1	-1	start
25.5	1	25	tau=25	66	25	1	-1	start
26.5	1	26	tau=26	66	26	1	-1	start
27.5	1	27	tau=27	66	27	1	-1	start
28.5	1	28	tau=28	66	28	1	-1	start
29.5	1	29	tau=29	66	29	1	-1	start
30.5	1	30	tau=30	66	30	1	-1	start
31.5	1	31	tau=31	66	31	1	-1	start
32.5	1	32	tau=32	66	32	1	-1	start
33.5	1	33	tau=33	66	33	1	-1	start
34.5	1	34	tau=34	66	34	1	-1	start
35.5	1	35	tau=35	66	35	1	-1	start
36.5	1	36	tau=36	66	36	1	-1	start
37.5	1	37	tau=37	66	37	1	-1	start
38.5	1	38	tau=38	66	38	1	-1	start
39.5	1	39	tau=39	66	39	1	-1	start
40.5	1	40	tau=40	66	40	1	-1	start
41.5	1	41	tau=41	66	41	1	-1	start
42.5	1	42	tau=42	66	42	1	-1	start
43.5	1	43	tau=43	66	43	1	-1	start
44.5	1	44	tau=44	66	44	1	-1	start
45.5	1	45	tau=45	66	45	1	-1	start
46.5	1	46	tau=46	66	46	1	-1	start
47.5	1	47	tau=47	66	47	1	-1	start
48.5	1	48	tau=48	66	48	1	-1	start
49.5	1	49	tau=49	66	49	1	-1	start
50.5	1	50	tau=50	66	50	1	-1	end
51.5	1	51	tau=51	66	51	1	-1	end
52.5	1	52	tau=52	66	52	1	-1	end
53.5	1	53	tau=53	66	53	1	-1	end
54.5	1	54	tau=54	66	54	1	-1	end
55.5	1	55	tau=55	66	55	1	-1	end
56.5	1	56	tau=56	66	56	1	-1	end
57.5	1	57	tau=57	66	57	1	-1	end
58.5	1	58	tau=58	66	58	1	-1	end
59.5	1	59	tau=59	66	59	1	-1	end
60.5	1	60	tau=60	66	60	1	-1	end
61.5	1	61	tau=61	66	61	1	-1	end
62.5	1	62	tau=62	66	62	1	-1	end
63.5	1	63	tau=63	66	63	1	-1	end
64.5	1	64	tau=64	66	64	1	-1	end
65.5	1	65	tau=65	66	65	1	-1	end
0.5	1	0	tau=0	67	0	1	-1	start
1.5	1	1	tau=1	67	1	1	-1	start
2.5	1	2	tau=2	67	2	1	-1	start
3.5	1	3	tau=3	67	3	1	-1	start
4.5	1	4	tau=4	67	4	1	-1	start
5.5	1	5	tau=5	67	5	1	-1	start
6.5	1	6	tau=6	67	6	1	-1	start
7.5	1	7	tau=7	67	7	1	-1	start
8.5	1	8	tau=8	67	8	1	-1	start
9.5	1	9	tau=9	67	9	1	-1	start
10.5	1	10	tau=10	67	10	1	-1	start
11.5	1	11	tau=11	67	11	1	-1	start
12.5	1	12	tau=12	67	12	1	-1	start
13.5	1	13	tau=13	67	13	1	-1	start
14.5	1	14	tau=14	67	14	1	-1	start
15.5	1	15	tau=15	67	15	1	-1	start
16.5	1	16	tau=16	67	16	1	-1	start
17.5	1	17	tau=17	67	17	1	-1	start
18.5	1	18	tau=18	67	18	1	-1	start
19.5	1	19	tau=19	67	19	1	-1	start
20.5	1	20	tau=20	67	20	1	-1	start
21.5	1	21	tau=21	67	21	1	-1	start
22.5	1	22	tau=22	67	22	1	-1	start
23.5	1	23	tau=23	67	23	1	-1	start
24.5	1	24	tau=24	67	24	1	-1	start
25.5	1	25	tau=25	67	25	1	-1	start
26.5	1	26	tau=26	67	26	1	-1	start
27.5	1	27	tau=27	67	27	1	-1	start
28.5	1	28	tau=28	67	28	1	-1	start
29.5	1	29	tau=29	67	29	1	-1	start
30.5	1	30	tau=30	67	30	1	-1	start
31.5	1	31	tau=31	67	31	1	-1	start
32.5	1	32	tau=32	67	32	1	-1	start
33.5	1	33	tau=33	67	33	1	-1	start
34.5	1	34	tau=34	67	34	1	-1	start
35.5	1	35	tau=35	67	35	1	-1	start
36.5	1	36	tau=36	67	36	1	-1	start
37.5	1	37	tau=37	67	37	1	-1	start
38.5	1	38	tau=38	67	38	1	-1	start
39.5	1	39	tau=39	67	39	1	-1	start
40.5	1	40	tau=40	67	40	1	-1	start
41.5	1	41	tau=41	67	41	1	-1	start
42.5	1	42	tau=42	67	42	1	-1	start
43.5	1	43	tau=43	67	43	1	-1	start
44.5	1	44	tau=44	67	44	1	-1	start
45.5	1	45	tau=45	67	45	1	-1	start
46.5	1	46	tau=46	67	46	1	-1	start
47.5	1	47	tau=47	67	47	1	-1	start
48.5	1	48	tau=48	67	48	1	-1	start
49.5	1	49	tau=49	67	49	1	-1	start
50.5	1	50	tau=50	67	50	1	-1	end
51.5	1	51	tau=51	67	51	1	-1	end
52.5	1	52	tau=52	67	52	1	-1	end
53.5	1	53	tau=53	67	53	1	-1	end
54.5	1	54	tau=54	67	54	1	-1	end
55.5	1	55	tau=55	67	55	1	-1	end
56.5	1	56	tau=56	67	56	1	-1	end
57.5	1	57	tau=57	67	57	1	-1	end
58.5	1	58	tau=58	67	58	1	-1	end
59.5	1	59	tau=59	67	59	1	-1	end
60.5	1	60	tau=60	67	60	1	-1	end
61.5	1	61	tau=61	67	61	1	-1	end
62.5	1	62	tau=62	67	62	1	-1	end
63.5	1	63	tau=63	67	63	1	-1	end
64.5	1	64	tau=64	67	64	1	-1	end
65.5	1	65	tau=65	67	65	1	-1	end
66.5	1	66	tau=66	67	66	1	-1	end
0.5	1	0	tau=0	68	0	1	-1	start
1.5	1	1	tau=1	68	1	1	-1	start
2.5	1	2	tau=2	68	2	1	-1	start
3.5	1	3	tau=3	68	3	1	-1	start
4.5	1	4	tau=4	68	4	1	-1	start
5.5	1	5	tau=5	68	5	1	-1	start
6.5	1	6	tau=6	68	6	1	-1	start
7.5	1	7	tau=7	68	7	1	-1	start
8.5	1	8	tau=8	68	8	1	-1	start
9.5	1	9	tau=9	68	9	1	-1	start
10.5	1	10	tau=10	68	10	1	-1	start
11.5	1	11	tau=11	68	11	1	-1	start
12.5	1	12	tau=12	68	12	1	-1	start
13.5	1	13	tau=13	68	13	1	-1	start
14.5	1	14	tau=14	68	14	1	-1	start
15.5	1	15	tau=15	68	15	1	-1	start
16.5	1	16	tau=16	68	16	1	-1	start
17.5	1	17	tau=17	68	17	1	-1	start
18.5	1	18	tau=18	68	18	1	-1	start
19.5	1	19	tau=19	68	19	1	-1	start
20.5	1	20	tau=20	68	20	1	-1	start
21.5	1	21	tau=21	68	21	1	-1	start
22.5	1	22	tau=22	68	22	1	-1	start
23.5	1	23	tau=23	68	23	1	-1	start
24.5	1	24	tau=24	68	24	1	-1	start
25.5	1	25	tau=25	68	25	1	-1	start
26.5	1	26	tau=26	68	26	1	-1	start
27.5	1	27	tau=27	68	27	1	-1	start
28.5	1	28	tau=28	68	28	1	-1	start
29.5	1	29	tau=29	68	29	1	-1	start
30.5	1	30	tau=30	68	30	1	-1	start
31.5	1	31	tau=31	68	31	1	-1	start
32.5	1	32	tau=32	68	32	1	-1	start
33.5	1	33	tau=33	68	33	1	-1	start
34.5	1	34	tau=34	68	34	1	-1	start
35.5	1	35	tau=35	68	35	1	-1	start
36.5	1	36	tau=36	68	36	1	-1	start
37.5	1	37	tau=37	68	37	1	-1	start
38.5	1	38	tau=38	68	38	1	-1	start
39.5	1	39	tau=39	68	39	1	-1	start
40.5	1	40	tau=40	68	40	1	-1	start
41.5	1	41	tau=41	68	41	1	-1	start
42.5	1	42	tau=42	68	42	1	-1	start
43.5	1	43	tau=43	68	43	1	-1	start
44.5	1	44	tau=44	68	44	1	-1	start
45.5	1	45	tau=45	68	45	1	-1	start
46.5	1	46	tau=46	68	46	1	-1	start
