xmin	xmax	key	clickSelects	showSelected1	PANEL	group
18	19	18	18	43	2	-1
19	20	19	19	43	2	-1
20	21	20	20	43	2	-1
21	22	21	21	43	2	-1
22	23	22	22	43	2	-1
23	24	23	23	43	2	-1
24	25	24	24	43	2	-1
25	26	25	25	43	2	-1
26	27	26	26	43	2	-1
27	28	27	27	43	2	-1
28	29	28	28	43	2	-1
29	30	29	29	43	2	-1
30	31	30	30	43	2	-1
31	32	31	31	43	2	-1
32	33	32	32	43	2	-1
33	34	33	33	43	2	-1
34	35	34	34	43	2	-1
35	36	35	35	43	2	-1
36	37	36	36	43	2	-1
37	38	37	37	43	2	-1
38	39	38	38	43	2	-1
39	40	39	39	43	2	-1
40	41	40	40	43	2	-1
41	42	41	41	43	2	-1
42	43	42	42	43	2	-1
0	1	0	0	44	2	-1
1	2	1	1	44	2	-1
2	3	2	2	44	2	-1
3	4	3	3	44	2	-1
4	5	4	4	44	2	-1
5	6	5	5	44	2	-1
6	7	6	6	44	2	-1
7	8	7	7	44	2	-1
8	9	8	8	44	2	-1
9	10	9	9	44	2	-1
10	11	10	10	44	2	-1
11	12	11	11	44	2	-1
12	13	12	12	44	2	-1
13	14	13	13	44	2	-1
14	15	14	14	44	2	-1
15	16	15	15	44	2	-1
16	17	16	16	44	2	-1
17	18	17	17	44	2	-1
18	19	18	18	44	2	-1
19	20	19	19	44	2	-1
20	21	20	20	44	2	-1
21	22	21	21	44	2	-1
22	23	22	22	44	2	-1
23	24	23	23	44	2	-1
24	25	24	24	44	2	-1
25	26	25	25	44	2	-1
26	27	26	26	44	2	-1
27	28	27	27	44	2	-1
28	29	28	28	44	2	-1
29	30	29	29	44	2	-1
30	31	30	30	44	2	-1
31	32	31	31	44	2	-1
32	33	32	32	44	2	-1
33	34	33	33	44	2	-1
34	35	34	34	44	2	-1
35	36	35	35	44	2	-1
36	37	36	36	44	2	-1
37	38	37	37	44	2	-1
38	39	38	38	44	2	-1
39	40	39	39	44	2	-1
40	41	40	40	44	2	-1
41	42	41	41	44	2	-1
42	43	42	42	44	2	-1
43	44	43	43	44	2	-1
0	1	0	0	45	2	-1
1	2	1	1	45	2	-1
2	3	2	2	45	2	-1
3	4	3	3	45	2	-1
4	5	4	4	45	2	-1
5	6	5	5	45	2	-1
6	7	6	6	45	2	-1
7	8	7	7	45	2	-1
8	9	8	8	45	2	-1
9	10	9	9	45	2	-1
10	11	10	10	45	2	-1
11	12	11	11	45	2	-1
12	13	12	12	45	2	-1
13	14	13	13	45	2	-1
14	15	14	14	45	2	-1
15	16	15	15	45	2	-1
16	17	16	16	45	2	-1
17	18	17	17	45	2	-1
18	19	18	18	45	2	-1
19	20	19	19	45	2	-1
20	21	20	20	45	2	-1
21	22	21	21	45	2	-1
22	23	22	22	45	2	-1
23	24	23	23	45	2	-1
24	25	24	24	45	2	-1
25	26	25	25	45	2	-1
26	27	26	26	45	2	-1
27	28	27	27	45	2	-1
28	29	28	28	45	2	-1
29	30	29	29	45	2	-1
30	31	30	30	45	2	-1
31	32	31	31	45	2	-1
32	33	32	32	45	2	-1
33	34	33	33	45	2	-1
34	35	34	34	45	2	-1
35	36	35	35	45	2	-1
36	37	36	36	45	2	-1
37	38	37	37	45	2	-1
38	39	38	38	45	2	-1
39	40	39	39	45	2	-1
40	41	40	40	45	2	-1
41	42	41	41	45	2	-1
42	43	42	42	45	2	-1
43	44	43	43	45	2	-1
44	45	44	44	45	2	-1
0	1	0	0	46	2	-1
1	2	1	1	46	2	-1
2	3	2	2	46	2	-1
3	4	3	3	46	2	-1
4	5	4	4	46	2	-1
5	6	5	5	46	2	-1
6	7	6	6	46	2	-1
7	8	7	7	46	2	-1
8	9	8	8	46	2	-1
9	10	9	9	46	2	-1
10	11	10	10	46	2	-1
11	12	11	11	46	2	-1
12	13	12	12	46	2	-1
13	14	13	13	46	2	-1
14	15	14	14	46	2	-1
15	16	15	15	46	2	-1
16	17	16	16	46	2	-1
17	18	17	17	46	2	-1
18	19	18	18	46	2	-1
19	20	19	19	46	2	-1
20	21	20	20	46	2	-1
21	22	21	21	46	2	-1
22	23	22	22	46	2	-1
23	24	23	23	46	2	-1
24	25	24	24	46	2	-1
25	26	25	25	46	2	-1
26	27	26	26	46	2	-1
27	28	27	27	46	2	-1
28	29	28	28	46	2	-1
29	30	29	29	46	2	-1
30	31	30	30	46	2	-1
31	32	31	31	46	2	-1
32	33	32	32	46	2	-1
33	34	33	33	46	2	-1
34	35	34	34	46	2	-1
35	36	35	35	46	2	-1
36	37	36	36	46	2	-1
37	38	37	37	46	2	-1
38	39	38	38	46	2	-1
39	40	39	39	46	2	-1
40	41	40	40	46	2	-1
41	42	41	41	46	2	-1
42	43	42	42	46	2	-1
43	44	43	43	46	2	-1
44	45	44	44	46	2	-1
45	46	45	45	46	2	-1
0	1	0	0	47	2	-1
1	2	1	1	47	2	-1
2	3	2	2	47	2	-1
3	4	3	3	47	2	-1
4	5	4	4	47	2	-1
5	6	5	5	47	2	-1
6	7	6	6	47	2	-1
7	8	7	7	47	2	-1
8	9	8	8	47	2	-1
9	10	9	9	47	2	-1
10	11	10	10	47	2	-1
11	12	11	11	47	2	-1
12	13	12	12	47	2	-1
13	14	13	13	47	2	-1
14	15	14	14	47	2	-1
15	16	15	15	47	2	-1
16	17	16	16	47	2	-1
17	18	17	17	47	2	-1
18	19	18	18	47	2	-1
19	20	19	19	47	2	-1
20	21	20	20	47	2	-1
21	22	21	21	47	2	-1
22	23	22	22	47	2	-1
23	24	23	23	47	2	-1
24	25	24	24	47	2	-1
25	26	25	25	47	2	-1
26	27	26	26	47	2	-1
27	28	27	27	47	2	-1
28	29	28	28	47	2	-1
29	30	29	29	47	2	-1
30	31	30	30	47	2	-1
31	32	31	31	47	2	-1
32	33	32	32	47	2	-1
33	34	33	33	47	2	-1
34	35	34	34	47	2	-1
35	36	35	35	47	2	-1
36	37	36	36	47	2	-1
37	38	37	37	47	2	-1
38	39	38	38	47	2	-1
39	40	39	39	47	2	-1
40	41	40	40	47	2	-1
41	42	41	41	47	2	-1
42	43	42	42	47	2	-1
43	44	43	43	47	2	-1
44	45	44	44	47	2	-1
45	46	45	45	47	2	-1
46	47	46	46	47	2	-1
0	1	0	0	48	2	-1
1	2	1	1	48	2	-1
2	3	2	2	48	2	-1
3	4	3	3	48	2	-1
4	5	4	4	48	2	-1
5	6	5	5	48	2	-1
6	7	6	6	48	2	-1
7	8	7	7	48	2	-1
8	9	8	8	48	2	-1
9	10	9	9	48	2	-1
10	11	10	10	48	2	-1
11	12	11	11	48	2	-1
12	13	12	12	48	2	-1
13	14	13	13	48	2	-1
14	15	14	14	48	2	-1
15	16	15	15	48	2	-1
16	17	16	16	48	2	-1
17	18	17	17	48	2	-1
18	19	18	18	48	2	-1
19	20	19	19	48	2	-1
20	21	20	20	48	2	-1
21	22	21	21	48	2	-1
22	23	22	22	48	2	-1
23	24	23	23	48	2	-1
24	25	24	24	48	2	-1
25	26	25	25	48	2	-1
26	27	26	26	48	2	-1
27	28	27	27	48	2	-1
28	29	28	28	48	2	-1
29	30	29	29	48	2	-1
30	31	30	30	48	2	-1
31	32	31	31	48	2	-1
32	33	32	32	48	2	-1
33	34	33	33	48	2	-1
34	35	34	34	48	2	-1
35	36	35	35	48	2	-1
36	37	36	36	48	2	-1
37	38	37	37	48	2	-1
38	39	38	38	48	2	-1
39	40	39	39	48	2	-1
40	41	40	40	48	2	-1
41	42	41	41	48	2	-1
42	43	42	42	48	2	-1
43	44	43	43	48	2	-1
44	45	44	44	48	2	-1
45	46	45	45	48	2	-1
46	47	46	46	48	2	-1
47	48	47	47	48	2	-1
0	1	0	0	49	2	-1
1	2	1	1	49	2	-1
2	3	2	2	49	2	-1
3	4	3	3	49	2	-1
4	5	4	4	49	2	-1
5	6	5	5	49	2	-1
6	7	6	6	49	2	-1
7	8	7	7	49	2	-1
8	9	8	8	49	2	-1
9	10	9	9	49	2	-1
10	11	10	10	49	2	-1
11	12	11	11	49	2	-1
12	13	12	12	49	2	-1
13	14	13	13	49	2	-1
14	15	14	14	49	2	-1
15	16	15	15	49	2	-1
16	17	16	16	49	2	-1
17	18	17	17	49	2	-1
18	19	18	18	49	2	-1
19	20	19	19	49	2	-1
20	21	20	20	49	2	-1
21	22	21	21	49	2	-1
22	23	22	22	49	2	-1
23	24	23	23	49	2	-1
24	25	24	24	49	2	-1
25	26	25	25	49	2	-1
26	27	26	26	49	2	-1
27	28	27	27	49	2	-1
28	29	28	28	49	2	-1
29	30	29	29	49	2	-1
30	31	30	30	49	2	-1
31	32	31	31	49	2	-1
32	33	32	32	49	2	-1
33	34	33	33	49	2	-1
34	35	34	34	49	2	-1
35	36	35	35	49	2	-1
36	37	36	36	49	2	-1
37	38	37	37	49	2	-1
38	39	38	38	49	2	-1
39	40	39	39	49	2	-1
40	41	40	40	49	2	-1
41	42	41	41	49	2	-1
42	43	42	42	49	2	-1
43	44	43	43	49	2	-1
44	45	44	44	49	2	-1
45	46	45	45	49	2	-1
46	47	46	46	49	2	-1
47	48	47	47	49	2	-1
48	49	48	48	49	2	-1
0	1	0	0	50	2	-1
1	2	1	1	50	2	-1
2	3	2	2	50	2	-1
3	4	3	3	50	2	-1
4	5	4	4	50	2	-1
5	6	5	5	50	2	-1
6	7	6	6	50	2	-1
7	8	7	7	50	2	-1
8	9	8	8	50	2	-1
9	10	9	9	50	2	-1
10	11	10	10	50	2	-1
11	12	11	11	50	2	-1
12	13	12	12	50	2	-1
13	14	13	13	50	2	-1
14	15	14	14	50	2	-1
15	16	15	15	50	2	-1
16	17	16	16	50	2	-1
17	18	17	17	50	2	-1
18	19	18	18	50	2	-1
19	20	19	19	50	2	-1
20	21	20	20	50	2	-1
21	22	21	21	50	2	-1
22	23	22	22	50	2	-1
23	24	23	23	50	2	-1
24	25	24	24	50	2	-1
25	26	25	25	50	2	-1
26	27	26	26	50	2	-1
27	28	27	27	50	2	-1
28	29	28	28	50	2	-1
29	30	29	29	50	2	-1
30	31	30	30	50	2	-1
31	32	31	31	50	2	-1
32	33	32	32	50	2	-1
33	34	33	33	50	2	-1
34	35	34	34	50	2	-1
35	36	35	35	50	2	-1
36	37	36	36	50	2	-1
37	38	37	37	50	2	-1
38	39	38	38	50	2	-1
39	40	39	39	50	2	-1
40	41	40	40	50	2	-1
41	42	41	41	50	2	-1
42	43	42	42	50	2	-1
43	44	43	43	50	2	-1
44	45	44	44	50	2	-1
45	46	45	45	50	2	-1
46	47	46	46	50	2	-1
47	48	47	47	50	2	-1
48	49	48	48	50	2	-1
49	50	49	49	50	2	-1
0	1	0	0	51	2	-1
1	2	1	1	51	2	-1
2	3	2	2	51	2	-1
3	4	3	3	51	2	-1
4	5	4	4	51	2	-1
5	6	5	5	51	2	-1
6	7	6	6	51	2	-1
7	8	7	7	51	2	-1
8	9	8	8	51	2	-1
9	10	9	9	51	2	-1
10	11	10	10	51	2	-1
11	12	11	11	51	2	-1
12	13	12	12	51	2	-1
13	14	13	13	51	2	-1
14	15	14	14	51	2	-1
15	16	15	15	51	2	-1
16	17	16	16	51	2	-1
17	18	17	17	51	2	-1
18	19	18	18	51	2	-1
19	20	19	19	51	2	-1
20	21	20	20	51	2	-1
21	22	21	21	51	2	-1
22	23	22	22	51	2	-1
23	24	23	23	51	2	-1
24	25	24	24	51	2	-1
25	26	25	25	51	2	-1
26	27	26	26	51	2	-1
27	28	27	27	51	2	-1
28	29	28	28	51	2	-1
29	30	29	29	51	2	-1
30	31	30	30	51	2	-1
31	32	31	31	51	2	-1
32	33	32	32	51	2	-1
33	34	33	33	51	2	-1
34	35	34	34	51	2	-1
35	36	35	35	51	2	-1
36	37	36	36	51	2	-1
37	38	37	37	51	2	-1
38	39	38	38	51	2	-1
39	40	39	39	51	2	-1
40	41	40	40	51	2	-1
41	42	41	41	51	2	-1
42	43	42	42	51	2	-1
43	44	43	43	51	2	-1
44	45	44	44	51	2	-1
45	46	45	45	51	2	-1
46	47	46	46	51	2	-1
47	48	47	47	51	2	-1
48	49	48	48	51	2	-1
49	50	49	49	51	2	-1
50	51	50	50	51	2	-1
0	1	0	0	52	2	-1
1	2	1	1	52	2	-1
2	3	2	2	52	2	-1
3	4	3	3	52	2	-1
4	5	4	4	52	2	-1
5	6	5	5	52	2	-1
6	7	6	6	52	2	-1
7	8	7	7	52	2	-1
8	9	8	8	52	2	-1
9	10	9	9	52	2	-1
10	11	10	10	52	2	-1
11	12	11	11	52	2	-1
12	13	12	12	52	2	-1
13	14	13	13	52	2	-1
14	15	14	14	52	2	-1
15	16	15	15	52	2	-1
16	17	16	16	52	2	-1
17	18	17	17	52	2	-1
18	19	18	18	52	2	-1
19	20	19	19	52	2	-1
20	21	20	20	52	2	-1
21	22	21	21	52	2	-1
22	23	22	22	52	2	-1
23	24	23	23	52	2	-1
24	25	24	24	52	2	-1
25	26	25	25	52	2	-1
26	27	26	26	52	2	-1
27	28	27	27	52	2	-1
28	29	28	28	52	2	-1
29	30	29	29	52	2	-1
30	31	30	30	52	2	-1
31	32	31	31	52	2	-1
32	33	32	32	52	2	-1
33	34	33	33	52	2	-1
34	35	34	34	52	2	-1
35	36	35	35	52	2	-1
36	37	36	36	52	2	-1
37	38	37	37	52	2	-1
38	39	38	38	52	2	-1
39	40	39	39	52	2	-1
40	41	40	40	52	2	-1
41	42	41	41	52	2	-1
42	43	42	42	52	2	-1
43	44	43	43	52	2	-1
44	45	44	44	52	2	-1
45	46	45	45	52	2	-1
46	47	46	46	52	2	-1
47	48	47	47	52	2	-1
48	49	48	48	52	2	-1
49	50	49	49	52	2	-1
50	51	50	50	52	2	-1
51	52	51	51	52	2	-1
0	1	0	0	53	2	-1
1	2	1	1	53	2	-1
2	3	2	2	53	2	-1
3	4	3	3	53	2	-1
4	5	4	4	53	2	-1
5	6	5	5	53	2	-1
6	7	6	6	53	2	-1
7	8	7	7	53	2	-1
8	9	8	8	53	2	-1
9	10	9	9	53	2	-1
10	11	10	10	53	2	-1
11	12	11	11	53	2	-1
12	13	12	12	53	2	-1
13	14	13	13	53	2	-1
14	15	14	14	53	2	-1
15	16	15	15	53	2	-1
16	17	16	16	53	2	-1
17	18	17	17	53	2	-1
18	19	18	18	53	2	-1
19	20	19	19	53	2	-1
20	21	20	20	53	2	-1
21	22	21	21	53	2	-1
22	23	22	22	53	2	-1
23	24	23	23	53	2	-1
24	25	24	24	53	2	-1
25	26	25	25	53	2	-1
26	27	26	26	53	2	-1
27	28	27	27	53	2	-1
28	29	28	28	53	2	-1
29	30	29	29	53	2	-1
30	31	30	30	53	2	-1
31	32	31	31	53	2	-1
32	33	32	32	53	2	-1
33	34	33	33	53	2	-1
34	35	34	34	53	2	-1
35	36	35	35	53	2	-1
36	37	36	36	53	2	-1
37	38	37	37	53	2	-1
38	39	38	38	53	2	-1
39	40	39	39	53	2	-1
40	41	40	40	53	2	-1
41	42	41	41	53	2	-1
42	43	42	42	53	2	-1
43	44	43	43	53	2	-1
44	45	44	44	53	2	-1
45	46	45	45	53	2	-1
46	47	46	46	53	2	-1
47	48	47	47	53	2	-1
48	49	48	48	53	2	-1
49	50	49	49	53	2	-1
50	51	50	50	53	2	-1
51	52	51	51	53	2	-1
52	53	52	52	53	2	-1
0	1	0	0	54	2	-1
1	2	1	1	54	2	-1
2	3	2	2	54	2	-1
3	4	3	3	54	2	-1
4	5	4	4	54	2	-1
5	6	5	5	54	2	-1
6	7	6	6	54	2	-1
7	8	7	7	54	2	-1
8	9	8	8	54	2	-1
9	10	9	9	54	2	-1
10	11	10	10	54	2	-1
11	12	11	11	54	2	-1
12	13	12	12	54	2	-1
13	14	13	13	54	2	-1
14	15	14	14	54	2	-1
15	16	15	15	54	2	-1
16	17	16	16	54	2	-1
17	18	17	17	54	2	-1
18	19	18	18	54	2	-1
19	20	19	19	54	2	-1
20	21	20	20	54	2	-1
21	22	21	21	54	2	-1
22	23	22	22	54	2	-1
23	24	23	23	54	2	-1
24	25	24	24	54	2	-1
25	26	25	25	54	2	-1
26	27	26	26	54	2	-1
27	28	27	27	54	2	-1
28	29	28	28	54	2	-1
29	30	29	29	54	2	-1
30	31	30	30	54	2	-1
31	32	31	31	54	2	-1
32	33	32	32	54	2	-1
33	34	33	33	54	2	-1
34	35	34	34	54	2	-1
35	36	35	35	54	2	-1
36	37	36	36	54	2	-1
37	38	37	37	54	2	-1
38	39	38	38	54	2	-1
39	40	39	39	54	2	-1
40	41	40	40	54	2	-1
41	42	41	41	54	2	-1
42	43	42	42	54	2	-1
43	44	43	43	54	2	-1
44	45	44	44	54	2	-1
45	46	45	45	54	2	-1
46	47	46	46	54	2	-1
47	48	47	47	54	2	-1
48	49	48	48	54	2	-1
49	50	49	49	54	2	-1
50	51	50	50	54	2	-1
51	52	51	51	54	2	-1
52	53	52	52	54	2	-1
53	54	53	53	54	2	-1
0	1	0	0	55	2	-1
1	2	1	1	55	2	-1
2	3	2	2	55	2	-1
3	4	3	3	55	2	-1
4	5	4	4	55	2	-1
5	6	5	5	55	2	-1
6	7	6	6	55	2	-1
7	8	7	7	55	2	-1
8	9	8	8	55	2	-1
9	10	9	9	55	2	-1
10	11	10	10	55	2	-1
11	12	11	11	55	2	-1
12	13	12	12	55	2	-1
13	14	13	13	55	2	-1
14	15	14	14	55	2	-1
15	16	15	15	55	2	-1
16	17	16	16	55	2	-1
17	18	17	17	55	2	-1
18	19	18	18	55	2	-1
19	20	19	19	55	2	-1
20	21	20	20	55	2	-1
21	22	21	21	55	2	-1
22	23	22	22	55	2	-1
23	24	23	23	55	2	-1
24	25	24	24	55	2	-1
25	26	25	25	55	2	-1
26	27	26	26	55	2	-1
27	28	27	27	55	2	-1
28	29	28	28	55	2	-1
29	30	29	29	55	2	-1
30	31	30	30	55	2	-1
31	32	31	31	55	2	-1
32	33	32	32	55	2	-1
33	34	33	33	55	2	-1
34	35	34	34	55	2	-1
35	36	35	35	55	2	-1
36	37	36	36	55	2	-1
37	38	37	37	55	2	-1
38	39	38	38	55	2	-1
39	40	39	39	55	2	-1
40	41	40	40	55	2	-1
41	42	41	41	55	2	-1
42	43	42	42	55	2	-1
43	44	43	43	55	2	-1
44	45	44	44	55	2	-1
45	46	45	45	55	2	-1
46	47	46	46	55	2	-1
47	48	47	47	55	2	-1
48	49	48	48	55	2	-1
49	50	49	49	55	2	-1
50	51	50	50	55	2	-1
51	52	51	51	55	2	-1
52	53	52	52	55	2	-1
53	54	53	53	55	2	-1
54	55	54	54	55	2	-1
0	1	0	0	56	2	-1
1	2	1	1	56	2	-1
2	3	2	2	56	2	-1
3	4	3	3	56	2	-1
4	5	4	4	56	2	-1
5	6	5	5	56	2	-1
6	7	6	6	56	2	-1
7	8	7	7	56	2	-1
8	9	8	8	56	2	-1
9	10	9	9	56	2	-1
10	11	10	10	56	2	-1
11	12	11	11	56	2	-1
12	13	12	12	56	2	-1
13	14	13	13	56	2	-1
14	15	14	14	56	2	-1
15	16	15	15	56	2	-1
16	17	16	16	56	2	-1
17	18	17	17	56	2	-1
18	19	18	18	56	2	-1
19	20	19	19	56	2	-1
20	21	20	20	56	2	-1
21	22	21	21	56	2	-1
22	23	22	22	56	2	-1
23	24	23	23	56	2	-1
24	25	24	24	56	2	-1
25	26	25	25	56	2	-1
26	27	26	26	56	2	-1
27	28	27	27	56	2	-1
28	29	28	28	56	2	-1
29	30	29	29	56	2	-1
30	31	30	30	56	2	-1
31	32	31	31	56	2	-1
32	33	32	32	56	2	-1
33	34	33	33	56	2	-1
34	35	34	34	56	2	-1
35	36	35	35	56	2	-1
36	37	36	36	56	2	-1
37	38	37	37	56	2	-1
38	39	38	38	56	2	-1
39	40	39	39	56	2	-1
40	41	40	40	56	2	-1
41	42	41	41	56	2	-1
42	43	42	42	56	2	-1
43	44	43	43	56	2	-1
44	45	44	44	56	2	-1
45	46	45	45	56	2	-1
46	47	46	46	56	2	-1
47	48	47	47	56	2	-1
48	49	48	48	56	2	-1
49	50	49	49	56	2	-1
50	51	50	50	56	2	-1
51	52	51	51	56	2	-1
52	53	52	52	56	2	-1
53	54	53	53	56	2	-1
54	55	54	54	56	2	-1
55	56	55	55	56	2	-1
0	1	0	0	57	2	-1
1	2	1	1	57	2	-1
2	3	2	2	57	2	-1
3	4	3	3	57	2	-1
4	5	4	4	57	2	-1
5	6	5	5	57	2	-1
6	7	6	6	57	2	-1
7	8	7	7	57	2	-1
8	9	8	8	57	2	-1
9	10	9	9	57	2	-1
10	11	10	10	57	2	-1
11	12	11	11	57	2	-1
12	13	12	12	57	2	-1
13	14	13	13	57	2	-1
14	15	14	14	57	2	-1
15	16	15	15	57	2	-1
16	17	16	16	57	2	-1
17	18	17	17	57	2	-1
18	19	18	18	57	2	-1
19	20	19	19	57	2	-1
20	21	20	20	57	2	-1
21	22	21	21	57	2	-1
22	23	22	22	57	2	-1
23	24	23	23	57	2	-1
24	25	24	24	57	2	-1
25	26	25	25	57	2	-1
26	27	26	26	57	2	-1
27	28	27	27	57	2	-1
28	29	28	28	57	2	-1
29	30	29	29	57	2	-1
30	31	30	30	57	2	-1
31	32	31	31	57	2	-1
32	33	32	32	57	2	-1
33	34	33	33	57	2	-1
34	35	34	34	57	2	-1
35	36	35	35	57	2	-1
36	37	36	36	57	2	-1
37	38	37	37	57	2	-1
38	39	38	38	57	2	-1
39	40	39	39	57	2	-1
40	41	40	40	57	2	-1
41	42	41	41	57	2	-1
42	43	42	42	57	2	-1
43	44	43	43	57	2	-1
44	45	44	44	57	2	-1
45	46	45	45	57	2	-1
46	47	46	46	57	2	-1
47	48	47	47	57	2	-1
48	49	48	48	57	2	-1
49	50	49	49	57	2	-1
50	51	50	50	57	2	-1
51	52	51	51	57	2	-1
52	53	52	52	57	2	-1
53	54	53	53	57	2	-1
54	55	54	54	57	2	-1
55	56	55	55	57	2	-1
56	57	56	56	57	2	-1
0	1	0	0	58	2	-1
1	2	1	1	58	2	-1
2	3	2	2	58	2	-1
3	4	3	3	58	2	-1
4	5	4	4	58	2	-1
5	6	5	5	58	2	-1
6	7	6	6	58	2	-1
7	8	7	7	58	2	-1
8	9	8	8	58	2	-1
9	10	9	9	58	2	-1
10	11	10	10	58	2	-1
11	12	11	11	58	2	-1
12	13	12	12	58	2	-1
13	14	13	13	58	2	-1
14	15	14	14	58	2	-1
15	16	15	15	58	2	-1
16	17	16	16	58	2	-1
17	18	17	17	58	2	-1
18	19	18	18	58	2	-1
19	20	19	19	58	2	-1
20	21	20	20	58	2	-1
21	22	21	21	58	2	-1
22	23	22	22	58	2	-1
23	24	23	23	58	2	-1
24	25	24	24	58	2	-1
25	26	25	25	58	2	-1
26	27	26	26	58	2	-1
27	28	27	27	58	2	-1
28	29	28	28	58	2	-1
29	30	29	29	58	2	-1
30	31	30	30	58	2	-1
31	32	31	31	58	2	-1
32	33	32	32	58	2	-1
33	34	33	33	58	2	-1
34	35	34	34	58	2	-1
35	36	35	35	58	2	-1
36	37	36	36	58	2	-1
37	38	37	37	58	2	-1
38	39	38	38	58	2	-1
39	40	39	39	58	2	-1
40	41	40	40	58	2	-1
41	42	41	41	58	2	-1
42	43	42	42	58	2	-1
43	44	43	43	58	2	-1
44	45	44	44	58	2	-1
45	46	45	45	58	2	-1
46	47	46	46	58	2	-1
47	48	47	47	58	2	-1
48	49	48	48	58	2	-1
49	50	49	49	58	2	-1
50	51	50	50	58	2	-1
51	52	51	51	58	2	-1
52	53	52	52	58	2	-1
53	54	53	53	58	2	-1
54	55	54	54	58	2	-1
55	56	55	55	58	2	-1
56	57	56	56	58	2	-1
57	58	57	57	58	2	-1
0	1	0	0	59	2	-1
1	2	1	1	59	2	-1
2	3	2	2	59	2	-1
3	4	3	3	59	2	-1
4	5	4	4	59	2	-1
5	6	5	5	59	2	-1
6	7	6	6	59	2	-1
7	8	7	7	59	2	-1
8	9	8	8	59	2	-1
9	10	9	9	59	2	-1
10	11	10	10	59	2	-1
11	12	11	11	59	2	-1
12	13	12	12	59	2	-1
13	14	13	13	59	2	-1
14	15	14	14	59	2	-1
15	16	15	15	59	2	-1
16	17	16	16	59	2	-1
17	18	17	17	59	2	-1
18	19	18	18	59	2	-1
19	20	19	19	59	2	-1
20	21	20	20	59	2	-1
21	22	21	21	59	2	-1
22	23	22	22	59	2	-1
23	24	23	23	59	2	-1
24	25	24	24	59	2	-1
25	26	25	25	59	2	-1
26	27	26	26	59	2	-1
27	28	27	27	59	2	-1
28	29	28	28	59	2	-1
29	30	29	29	59	2	-1
30	31	30	30	59	2	-1
31	32	31	31	59	2	-1
32	33	32	32	59	2	-1
33	34	33	33	59	2	-1
34	35	34	34	59	2	-1
35	36	35	35	59	2	-1
36	37	36	36	59	2	-1
37	38	37	37	59	2	-1
38	39	38	38	59	2	-1
39	40	39	39	59	2	-1
40	41	40	40	59	2	-1
41	42	41	41	59	2	-1
42	43	42	42	59	2	-1
43	44	43	43	59	2	-1
44	45	44	44	59	2	-1
45	46	45	45	59	2	-1
46	47	46	46	59	2	-1
47	48	47	47	59	2	-1
48	49	48	48	59	2	-1
49	50	49	49	59	2	-1
50	51	50	50	59	2	-1
51	52	51	51	59	2	-1
52	53	52	52	59	2	-1
53	54	53	53	59	2	-1
54	55	54	54	59	2	-1
55	56	55	55	59	2	-1
56	57	56	56	59	2	-1
57	58	57	57	59	2	-1
58	59	58	58	59	2	-1
0	1	0	0	60	2	-1
1	2	1	1	60	2	-1
2	3	2	2	60	2	-1
3	4	3	3	60	2	-1
4	5	4	4	60	2	-1
5	6	5	5	60	2	-1
6	7	6	6	60	2	-1
7	8	7	7	60	2	-1
8	9	8	8	60	2	-1
9	10	9	9	60	2	-1
10	11	10	10	60	2	-1
11	12	11	11	60	2	-1
12	13	12	12	60	2	-1
13	14	13	13	60	2	-1
14	15	14	14	60	2	-1
15	16	15	15	60	2	-1
16	17	16	16	60	2	-1
17	18	17	17	60	2	-1
18	19	18	18	60	2	-1
19	20	19	19	60	2	-1
20	21	20	20	60	2	-1
21	22	21	21	60	2	-1
22	23	22	22	60	2	-1
23	24	23	23	60	2	-1
24	25	24	24	60	2	-1
25	26	25	25	60	2	-1
26	27	26	26	60	2	-1
27	28	27	27	60	2	-1
28	29	28	28	60	2	-1
29	30	29	29	60	2	-1
30	31	30	30	60	2	-1
31	32	31	31	60	2	-1
32	33	32	32	60	2	-1
33	34	33	33	60	2	-1
34	35	34	34	60	2	-1
35	36	35	35	60	2	-1
36	37	36	36	60	2	-1
37	38	37	37	60	2	-1
38	39	38	38	60	2	-1
39	40	39	39	60	2	-1
40	41	40	40	60	2	-1
41	42	41	41	60	2	-1
42	43	42	42	60	2	-1
43	44	43	43	60	2	-1
44	45	44	44	60	2	-1
45	46	45	45	60	2	-1
46	47	46	46	60	2	-1
47	48	47	47	60	2	-1
48	49	48	48	60	2	-1
49	50	49	49	60	2	-1
50	51	50	50	60	2	-1
51	52	51	51	60	2	-1
52	53	52	52	60	2	-1
53	54	53	53	60	2	-1
54	55	54	54	60	2	-1
55	56	55	55	60	2	-1
56	57	56	56	60	2	-1
57	58	57	57	60	2	-1
58	59	58	58	60	2	-1
59	60	59	59	60	2	-1
0	1	0	0	61	2	-1
1	2	1	1	61	2	-1
2	3	2	2	61	2	-1
3	4	3	3	61	2	-1
4	5	4	4	61	2	-1
5	6	5	5	61	2	-1
6	7	6	6	61	2	-1
7	8	7	7	61	2	-1
8	9	8	8	61	2	-1
9	10	9	9	61	2	-1
10	11	10	10	61	2	-1
11	12	11	11	61	2	-1
12	13	12	12	61	2	-1
13	14	13	13	61	2	-1
14	15	14	14	61	2	-1
15	16	15	15	61	2	-1
16	17	16	16	61	2	-1
17	18	17	17	61	2	-1
18	19	18	18	61	2	-1
19	20	19	19	61	2	-1
20	21	20	20	61	2	-1
21	22	21	21	61	2	-1
