colour	x	y	key	showSelectedlegendsizecolour	showSelected1	showSelected2	PANEL	fill
#00BFFF	66.5	0	1	OPART	0.1	67	2	#00BFFF
#00BFFF	67.5	0	1	OPART	0.1	68	2	#00BFFF
#00BFFF	68.5	0	1	OPART	0.1	69	2	#00BFFF
#00BFFF	69.5	0	1	OPART	0.1	70	2	#00BFFF
#00BFFF	69.5	0	1	OPART	0.1	71	2	#00BFFF
#00BFFF	71.5	0	1	OPART	0.1	72	2	#00BFFF
#00BFFF	72.5	0	1	OPART	0.1	73	2	#00BFFF
#00BFFF	71.5	0	1	OPART	0.1	74	2	#00BFFF
#00BFFF	71.5	0	1	OPART	0.1	75	2	#00BFFF
#00BFFF	75.5	0	1	OPART	0.1	76	2	#00BFFF
#00BFFF	76.5	0	1	OPART	0.1	77	2	#00BFFF
#00BFFF	77.5	0	1	OPART	0.1	78	2	#00BFFF
#00BFFF	77.5	0	1	OPART	0.1	79	2	#00BFFF
#00BFFF	79.5	0	1	OPART	0.1	80	2	#00BFFF
#00BFFF	80.5	0	1	OPART	0.1	81	2	#00BFFF
#00BFFF	81.5	0	1	OPART	0.1	82	2	#00BFFF
#00BFFF	82.5	0	1	OPART	0.1	83	2	#00BFFF
#00BFFF	83.5	0	1	OPART	0.1	84	2	#00BFFF
#00BFFF	84.5	0	1	OPART	0.1	85	2	#00BFFF
#00BFFF	85.5	0	1	OPART	0.1	86	2	#00BFFF
#00BFFF	86.5	0	1	OPART	0.1	87	2	#00BFFF
#00BFFF	86.5	0	1	OPART	0.1	88	2	#00BFFF
#00BFFF	86.5	0	1	OPART	0.1	89	2	#00BFFF
#00BFFF	89.5	0	1	OPART	0.1	90	2	#00BFFF
#00BFFF	90.5	0	1	OPART	0.1	91	2	#00BFFF
#00BFFF	90.5	0	1	OPART	0.1	92	2	#00BFFF
#00BFFF	92.5	0	1	OPART	0.1	93	2	#00BFFF
#00BFFF	92.5	0	1	OPART	0.1	94	2	#00BFFF
#00BFFF	92.5	0	1	OPART	0.1	95	2	#00BFFF
#00BFFF	92.5	0	1	OPART	0.1	96	2	#00BFFF
#00BFFF	96.5	0	1	OPART	0.1	97	2	#00BFFF
#00BFFF	97.5	0	1	OPART	0.1	98	2	#00BFFF
#00BFFF	98.5	0	1	OPART	0.1	99	2	#00BFFF
#00BFFF	98.5	0	1	OPART	0.1	100	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1	1	2	#00BFFF
#00BFFF	0.5	0	1	OPART	1	2	2	#00BFFF
#00BFFF	2.5	0	1	OPART	1	3	2	#00BFFF
#00BFFF	3.5	0	1	OPART	1	4	2	#00BFFF
#00BFFF	3.5	0	1	OPART	1	5	2	#00BFFF
#00BFFF	3.5	0	1	OPART	1	6	2	#00BFFF
#00BFFF	4.5	0	1	OPART	1	7	2	#00BFFF
#00BFFF	4.5	0	1	OPART	1	8	2	#00BFFF
#00BFFF	8.5	0	1	OPART	1	9	2	#00BFFF
#00BFFF	9.5	0	1	OPART	1	10	2	#00BFFF
#00BFFF	9.5	0	1	OPART	1	11	2	#00BFFF
#00BFFF	9.5	0	1	OPART	1	12	2	#00BFFF
#00BFFF	9.5	0	1	OPART	1	13	2	#00BFFF
#00BFFF	12.5	0	1	OPART	1	14	2	#00BFFF
#00BFFF	14.5	0	1	OPART	1	15	2	#00BFFF
#00BFFF	15.5	0	1	OPART	1	16	2	#00BFFF
#00BFFF	16.5	0	1	OPART	1	17	2	#00BFFF
#00BFFF	16.5	0	1	OPART	1	18	2	#00BFFF
#00BFFF	16.5	0	1	OPART	1	19	2	#00BFFF
#00BFFF	16.5	0	1	OPART	1	20	2	#00BFFF
#00BFFF	20.5	0	1	OPART	1	21	2	#00BFFF
#00BFFF	21.5	0	1	OPART	1	22	2	#00BFFF
#00BFFF	22.5	0	1	OPART	1	23	2	#00BFFF
#00BFFF	22.5	0	1	OPART	1	24	2	#00BFFF
#00BFFF	24.5	0	1	OPART	1	25	2	#00BFFF
#00BFFF	25.5	0	1	OPART	1	26	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	27	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	28	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	29	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	30	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	31	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	32	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	33	2	#00BFFF
#00BFFF	26.5	0	1	OPART	1	34	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	35	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	36	2	#00BFFF
#00BFFF	36.5	0	1	OPART	1	37	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	38	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	39	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	40	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	41	2	#00BFFF
#00BFFF	41.5	0	1	OPART	1	42	2	#00BFFF
#00BFFF	33.5	0	1	OPART	1	43	2	#00BFFF
#00BFFF	43.5	0	1	OPART	1	44	2	#00BFFF
#00BFFF	43.5	0	1	OPART	1	45	2	#00BFFF
#00BFFF	43.5	0	1	OPART	1	46	2	#00BFFF
#00BFFF	46.5	0	1	OPART	1	47	2	#00BFFF
#00BFFF	46.5	0	1	OPART	1	48	2	#00BFFF
#00BFFF	46.5	0	1	OPART	1	49	2	#00BFFF
#00BFFF	46.5	0	1	OPART	1	50	2	#00BFFF
#00BFFF	46.5	0	1	OPART	1	51	2	#00BFFF
#00BFFF	51.5	0	1	OPART	1	52	2	#00BFFF
#00BFFF	52.5	0	1	OPART	1	53	2	#00BFFF
#00BFFF	53.5	0	1	OPART	1	54	2	#00BFFF
#00BFFF	54.5	0	1	OPART	1	55	2	#00BFFF
#00BFFF	54.5	0	1	OPART	1	56	2	#00BFFF
#00BFFF	54.5	0	1	OPART	1	57	2	#00BFFF
#00BFFF	56.5	0	1	OPART	1	58	2	#00BFFF
#00BFFF	57.5	0	1	OPART	1	59	2	#00BFFF
#00BFFF	57.5	0	1	OPART	1	60	2	#00BFFF
#00BFFF	60.5	0	1	OPART	1	61	2	#00BFFF
#00BFFF	61.5	0	1	OPART	1	62	2	#00BFFF
#00BFFF	62.5	0	1	OPART	1	63	2	#00BFFF
#00BFFF	62.5	0	1	OPART	1	64	2	#00BFFF
#00BFFF	62.5	0	1	OPART	1	65	2	#00BFFF
#00BFFF	62.5	0	1	OPART	1	66	2	#00BFFF
#00BFFF	66.5	0	1	OPART	1	67	2	#00BFFF
#00BFFF	65.5	0	1	OPART	1	68	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	69	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	70	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	71	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	72	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	73	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	74	2	#00BFFF
#00BFFF	67.5	0	1	OPART	1	75	2	#00BFFF
#00BFFF	75.5	0	1	OPART	1	76	2	#00BFFF
#00BFFF	76.5	0	1	OPART	1	77	2	#00BFFF
#00BFFF	76.5	0	1	OPART	1	78	2	#00BFFF
#00BFFF	76.5	0	1	OPART	1	79	2	#00BFFF
#00BFFF	79.5	0	1	OPART	1	80	2	#00BFFF
#00BFFF	80.5	0	1	OPART	1	81	2	#00BFFF
#00BFFF	81.5	0	1	OPART	1	82	2	#00BFFF
#00BFFF	81.5	0	1	OPART	1	83	2	#00BFFF
#00BFFF	81.5	0	1	OPART	1	84	2	#00BFFF
#00BFFF	81.5	0	1	OPART	1	85	2	#00BFFF
#00BFFF	85.5	0	1	OPART	1	86	2	#00BFFF
#00BFFF	86.5	0	1	OPART	1	87	2	#00BFFF
#00BFFF	86.5	0	1	OPART	1	88	2	#00BFFF
#00BFFF	86.5	0	1	OPART	1	89	2	#00BFFF
#00BFFF	86.5	0	1	OPART	1	90	2	#00BFFF
#00BFFF	90.5	0	1	OPART	1	91	2	#00BFFF
#00BFFF	90.5	0	1	OPART	1	92	2	#00BFFF
#00BFFF	92.5	0	1	OPART	1	93	2	#00BFFF
#00BFFF	92.5	0	1	OPART	1	94	2	#00BFFF
#00BFFF	92.5	0	1	OPART	1	95	2	#00BFFF
#00BFFF	92.5	0	1	OPART	1	96	2	#00BFFF
#00BFFF	96.5	0	1	OPART	1	97	2	#00BFFF
#00BFFF	97.5	0	1	OPART	1	98	2	#00BFFF
#00BFFF	97.5	0	1	OPART	1	99	2	#00BFFF
#00BFFF	97.5	0	1	OPART	1	100	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	1	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	2	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	3	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	4	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	5	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	6	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	7	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	8	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	9	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	10	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	11	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	12	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	13	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	14	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	15	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	16	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	17	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	18	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	19	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	20	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	21	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	22	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	23	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	24	2	#00BFFF
#00BFFF	0.5	0	1	OPART	10	25	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	26	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	27	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	28	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	29	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	30	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	31	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	32	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	33	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	34	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	35	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	36	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	37	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	38	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	39	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	40	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	41	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	42	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	43	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	44	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	45	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	46	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	47	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	48	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	49	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	50	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	51	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	52	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	53	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	54	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	55	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	56	2	#00BFFF
#00BFFF	25.5	0	1	OPART	10	57	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	58	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	59	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	60	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	61	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	62	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	63	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	64	2	#00BFFF
#00BFFF	51.5	0	1	OPART	10	65	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	66	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	67	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	68	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	69	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	70	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	71	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	72	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	73	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	74	2	#00BFFF
#00BFFF	43.5	0	1	OPART	10	75	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	76	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	77	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	78	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	79	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	80	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	81	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	82	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	83	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	84	2	#00BFFF
#00BFFF	75.5	0	1	OPART	10	85	2	#00BFFF
#00BFFF	85.5	0	1	OPART	10	86	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	87	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	88	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	89	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	90	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	91	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	92	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	93	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	94	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	95	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	96	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	97	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	98	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	99	2	#00BFFF
#00BFFF	86.5	0	1	OPART	10	100	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	1	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	2	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	3	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	4	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	5	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	6	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	7	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	8	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	9	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	10	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	11	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	12	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	13	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	14	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	15	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	16	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	17	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	18	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	19	2	#00BFFF
#00BFFF	0.5	0	1	OPART	100	20	2	#00BFFF
